M omega,Re(tilde_Psi_4),Im(tilde_Psi_4)
-4.0,-1.177975503605441e-20,1.4154156403280556e-21
-3.999,-1.1930250748123681e-20,1.433171633243445e-21
-3.998,-1.2082669894568527e-20,1.451147588920519e-21
-3.997,-1.2237037067696975e-20,1.4693461931410193e-21
-3.996,-1.2393377174367759e-20,1.4877701639173984e-21
-3.995,-1.2551715440015169e-20,1.5064222518713146e-21
-3.994,-1.2712077412725409e-20,1.5253052406164467e-21
-3.993,-1.2874488967365152e-20,1.5444219471456757e-21
-3.992,-1.3038976309762929e-20,1.5637752222226816e-21
-3.991,-1.3205565980944038e-20,1.583367950778004e-21
-3.99,-1.337428486141968e-20,1.6032030523096137e-21
-3.989,-1.354516017553098e-20,1.6232834812880474e-21
-3.988,-1.3718219495848626e-20,1.6436122275661522e-21
-3.987,-1.389349074762882e-20,1.6641923167934932e-21
-3.986,-1.4071002213326272e-20,1.6850268108354726e-21
-3.985,-1.425078253716496e-20,1.7061188081972136e-21
-3.984,-1.4432860729767412e-20,1.72747144445226e-21
-3.983,-1.4617266172843225e-20,1.7490878926761437e-21
-3.982,-1.4804028623937616e-20,1.7709713638848747e-21
-3.981,-1.499317822124077e-20,1.793125107478405e-21
-3.98,-1.5184745488458735e-20,1.815552411689121e-21
-3.979,-1.5378761339746666e-20,1.838256604035423e-21
-3.978,-1.5575257084705236e-20,1.8612410517804373e-21
-3.977,-1.577426443344101e-20,1.884509162395929e-21
-3.976,-1.5975815501691585e-20,1.9080643840314618e-21
-3.975,-1.6179942816016337e-20,1.9319102059888673e-21
-3.974,-1.6386679319053628e-20,1.9560501592020786e-21
-3.973,-1.659605837484531e-20,1.9804878167223868e-21
-3.972,-1.68081137742294e-20,2.0052267942091817e-21
-3.971,-1.7022879740301756e-20,2.0302707504262294e-21
-3.97,-1.7240390933947716e-20,2.0556233877435538e-21
-3.969,-1.746068245944452e-20,2.081288452644979e-21
-3.968,-1.768378987013547e-20,2.107269736241392e-21
-3.967,-1.7909749174176716e-20,2.133571074789793e-21
-3.966,-1.8138596840357618e-20,2.160196350218186e-21
-3.965,-1.8370369803995635e-20,2.1871494906563833e-21
-3.964,-1.8605105472906647e-20,2.2144344709727805e-21
-3.963,-1.8842841733451732e-20,2.2420553133171685e-21
-3.962,-1.908361695666136e-20,2.2700160876696453e-21
-3.961,-1.9327470004437975e-20,2.2983209123956955e-21
-3.96,-1.9574440235837978e-20,2.326973954807503e-21
-3.959,-1.982456751343416e-20,2.3559794317315626e-21
-3.958,-2.0077892209759566e-20,2.385341610082657e-21
-3.957,-2.0334455213833864e-20,2.415064807444271e-21
-3.956,-2.059429793777326e-20,2.445153392655507e-21
-3.955,-2.085746232348505e-20,2.475611786404575e-21
