0.00000000, 1.61183056559872728640322043622319451395e+00, -3.12056171442602671687870873412251089030e+00, 2.80000000000000000000000000000000000000e+01, 0.00000000000000000000000000000000000000e+00, 6.22639897965034615230633095408241837691e+00, 1.16467233973251167739322191617961786484e+00, 7.7784344244508326e-01, -3.7800584976252092e+00
0.00100000, 1.61086594918973842171418533105675151723e+00, -3.12084618433629649651454249538038367475e+00, 2.80010743939525632114562575972952152065e+01, -2.07988377739030275278000790272081565899e-03, 6.22701016168494194432997977451096451119e+00, 1.16374111587584002438118711445016204775e+00, 7.6003119204405799e-01, -3.7599296520828755e+00
0.00200000, 1.60990227337050095309461401547429751569e+00, -3.12113015641637612880824921074493579947e+00, 2.80021484704672408681563760656120191479e+01, -4.15878680255400680015933514027410048710e-03, 6.22762036212632968171856993896089829847e+00, 1.16281039459379022114032995952107400040e+00, 7.4242199012869146e-01, -3.7398727206532916e+00
0.00300000, 1.60893953651757188799161255195586113266e+00, -3.12141363189932102572573849835280068551e+00, 2.80032222326534744096755416940313237314e+01, -6.23671004294499771703303677599187626487e-03, 6.22822958303363214529272514268937124005e+00, 1.16188017519442897262358058920094968221e+00, 7.2501391261190949e-01, -3.7198879879145099e+00
0.00400000, 1.60797773701179317916614056002409978038e+00, -3.12169661201416002521856825173259620589e+00, 2.80042956836110842341971892303103345137e+01, -8.31365446483223035003776949022774988173e-03, 6.22883782645959501262405984593516873777e+00, 1.16095045698720513490209392035128349847e+00, 7.0780505132269569e-01, -3.6999757271978930e+00
0.00500000, 1.60701687323827614479411137043503196470e+00, -3.12197909798591183073939667604606230011e+00, 2.80053688264303066597472623083547185633e+01, -1.03896210332975292708546687914932252681e-02, 6.22944509445061255698568477034831743888e+00, 1.16002123928294587912786827512732768809e+00, 6.9079351390237681e-01, -3.6801362007755460e+00
0.00600000, 1.60605694358638595973105316144978932558e+00, -3.12226109103560136942248013120137869088e+00, 2.80064416641918307049017127087645407213e+01, -1.24646107122334225311093548568024947667e-02, 6.23005138904675321783748821246694967792e+00, 1.15909252139385286781578302410017123110e+00, 6.7397742370109263e-01, -3.6603696600451961e+00
0.00700000, 1.60509794644972621754611782662865462854e+00, -3.12254259238027606940993012540114578455e+00, 2.80075141999668346900039301283030569865e+01, -1.45386244643410084295223421246596080117e-02, 6.23065671228178504361556499507402855948e+00, 1.15816430263349844339889856077510398271e+00, 6.5735491967446162e-01, -3.6406763457125490e+00
0.00800000, 1.60413988022612356293380975466402753256e+00, -3.12282360323302205680115442821606532180e+00, 2.80085864368170226599219293474682960901e+01, -1.66116632511278550044756562039337042939e-02, 6.23126106618320100758982688224184224159e+00, 1.15723658231682182901102302572061684483e+00, 6.4092415628045323e-01, -3.6210564879711550e+00
0.00900000, 1.60318274331761239411437268566575104761e+00, -3.12310412480298027269964447261498089596e+00, 2.80096583777946606293683088276378864716e+01, -1.86837280329059319676510756547674211414e-02, 6.23186445277224419754853268369492881694e+00, 1.15630935976012534145071086614043957112e+00, 6.2468330337647725e-01, -3.6015103066798142e+00
0.01000000, 1.60222653413041963483631951050810527784e+00, -3.12338415829536251082803376662924692806e+00, 2.80107300259426126517992333998545652774e+01, -2.07548197687895747968623387650213625902e-02, 6.23246687406393288006322269245852313426e+00, 1.15538263428107061628101854614262897136e+00, 6.0863054611670067e-01, -3.5820380115375499e+00
0.01100000, 1.60127125107494957559711746424644551581e+00, -3.12366370491146737617913971575350545264e+00, 2.80118013842943767129019833897181964030e+01, -2.28249394166934807086481072606297748793e-02, 6.23306833206708544008233016399103679231e+00, 1.15445640519867484501950251212200072425e+00, 5.9276408484960185e-01, -3.5626398022561821e+00
0.01200000, 1.60031689256576878370054979355917281739e+00, -3.12394276584869616516751384720431594394e+00, 2.80128724558741204496739528246500541473e+01, -2.48940879333307362336146783020162898559e-02, 6.23366882878434519659657188618178570706e+00, 1.15353067183330702437310386456384162178e+00, 5.7708213501577178e-01, -3.5433158687305285e+00
0.01300000, 1.59936345702159108177176481247254385307e+00, -3.12422134230056866774286270931759521153e+00, 2.80139432436967166960893698626593649994e+01, -2.69622662742108761199175991874320864105e-02, 6.23426836621220509511409014242080846915e+00, 1.15260543350668421747272309023740293099e+00, 5.6158292704597182e-01, -3.5240663912062629e+00
0.01400000, 1.59841094286526259435349445956175027031e+00, -3.12449943545673889192356347831417972747e+00, 2.80150137507677788563434528413539981225e+01, -2.90294753936379732926496796944218187447e-02, 6.23486694634103227767822917270399877373e+00, 1.15168068954186782706244666526686542347e+00, 5.4626470625945694e-01, -3.5048915404454606e+00
0.01500000, 1.59745934852374686220937719116257603699e+00, -3.12477704650301071120538432713015769731e+00, 2.80160839800836961066572049519591234521e+01, -3.10957162447087595992596264856199757345e-02, 6.23546457115509253115578023226920927507e+00, 1.15075643926325988059854534808442967911e+00, 5.3112573276257350e-01, -3.4857914778898575e+00
0.01600000, 1.59650867242811002396275444515121781561e+00, -3.12505417662135343529742968578439859223e+00, 2.80171539346316684266195890791398886729e+01, -3.31609897793107770734608518094633104212e-02, 6.23606124263257461451852017893200007400e+00, 1.14983268199659932721352153997281013486e+00, 5.1616428134763995e-01, -3.4667663558218525e+00
