M omega,Re(tilde_Psi_4),Im(tilde_Psi_4)
-4.0,1.742337107490141e-20,5.766291576056444e-21
-3.999,1.76368843069188e-20,5.8432032952163e-21
-3.998,1.7853010355088626e-20,5.9211367720114665e-21
-3.997,1.807178114441181e-20,6.000105531287606e-21
-3.996,1.8293228989320212e-20,6.080123276327807e-21
-3.995,1.8517386598418365e-20,6.161203891199645e-21
-3.994,1.8744287079282843e-20,6.243361443133034e-21
-3.993,1.8973963943319965e-20,6.326610184929264e-21
-3.992,1.9206451110682483e-20,6.410964557401635e-21
-3.991,1.9441782915246058e-20,6.496439191848104e-21
-3.99,1.9679994109646176e-20,6.583048912556353e-21
-3.989,1.9921119870376258e-20,6.670808739341717e-21
-3.988,2.0165195802947733e-20,6.7597338901183905e-21
-3.987,2.0412257947112788e-20,6.84983978350435e-21
-3.986,2.0662342782150572e-20,6.941142041460443e-21
-3.985,2.0915487232217623e-20,7.033656491964065e-21
-3.984,2.117172867176329e-20,7.127399171717917e-21
-3.983,2.143110493101095e-20,7.222386328894263e-21
-3.982,2.1693654301505805e-20,7.318634425915173e-21
-3.981,2.195941554173007e-20,7.416160142269217e-21
-3.98,2.2228427882786373e-20,7.514980377365094e-21
-3.979,2.2500731034150188e-20,7.615112253422652e-21
-3.978,2.2776365189492135e-20,7.716573118401837e-21
-3.977,2.3055371032571018e-20,7.819380548970015e-21
-3.976,2.3337789743198403e-20,7.923552353508197e-21
-3.975,2.3623663003275687e-20,8.029106575156673e-21
-3.974,2.391303300290444e-20,8.136061494900574e-21
-3.973,2.420594244657099e-20,8.244435634695858e-21
-3.972,2.45024345594061e-20,8.354247760636292e-21
-3.971,2.4802553093520678e-20,8.465516886161921e-21
-3.97,2.5106342334418403e-20,8.578262275309605e-21
-3.969,2.5413847107486252e-20,8.692503446006138e-21
-3.968,2.572511278456382e-20,8.808260173404541e-21
-3.967,2.6040185290592428e-20,8.925552493264068e-21
-3.966,2.635911111034494e-20,9.0444007053745e-21
-3.965,2.668193729523734e-20,9.164825377025323e-21
-3.964,2.7008711470222965e-20,9.28684734652035e-21
-3.963,2.733948184077048e-20,9.410487726738407e-21
-3.962,2.7674297199926564e-20,9.535767908740669e-21
-3.961,2.801320693546432e-20,9.662709565425253e-21
-3.96,2.835626103711853e-20,9.791334655229701e-21
-3.959,2.870351010390865e-20,9.921665425881971e-21
-3.958,2.905500535155082e-20,1.0053724418200557e-20
-3.957,2.9410798619959777e-20,1.0187534469944412e-20
-3.956,2.9770942380841826e-20,1.0323118719713282e-20
-3.955,3.013548974538005e-20,1.046050061089915e-20
-3.954,3.050449447201273e-20,1.0599703895689439e-20
-3.953,3.0878010974306245e-20,1.0740752639122632e-20
-3.952,3.125609432892348e-20,1.0883671223197044e-20
-3.951,3.1638800283688984e-20,1.1028484351033386e-20
-3.95,3.2026185265752e-20,1.117521705109186e-20
-3.949,3.2418306389848586e-20,1.1323894681444477e-20
-3.948,3.281522146666396e-20,1.1474542934103337e-20
-3.947,3.321698901129641e-20,1.1627187839405582e-20
-3.946,3.362366825182386e-20,1.1781855770455781e-20
-3.945,3.40353191379744e-20,1.1938573447626491e-20
-3.944,3.445200234990206e-20,1.2097367943117737e-20
-3.943,3.487377930706906e-20,1.2258266685576214e-20
-3.942,3.5300712177235827e-20,1.242129746477496e-20
-3.941,3.5732863885560144e-20,1.2586488436354315e-20
-3.94,3.617029812380663e-20,1.2753868126624935e-20
-3.939,3.6613079359668055e-20,1.2923465437433712e-20
-3.938,3.706127284619966e-20,1.309530965109338e-20
-3.937,3.7514944631367994e-20,1.3269430435376677e-20
-3.936,3.7974161567715605e-20,1.344585784857587e-20
-3.935,3.843899132214295e-20,1.3624622344628528e-20
-3.934,3.8909502385809e-20,1.3805754778310392e-20
-3.933,3.938576408415192e-20,1.398928641049621e-20
-3.932,3.986784658703138e-20,1.4175248913489444e-20
-3.931,4.0355820918993795e-20,1.4363674376421745e-20
-3.93,4.08497589696622e-20,1.4554595310723084e-20
-3.929,4.134973350425204e-20,1.4748044655663496e-20
-3.928,4.1855818174214605e-20,1.4944055783967332e-20
-3.927,4.236808752800949e-20,1.5142662507501028e-20
-3.926,4.288661702200778e-20,1.5343899083035264e-20
-3.925,4.3411483031527405e-20,1.5547800218082558e-20
-3.924,4.394276286200238e-20,1.5754401076811248e-20
-3.923,4.448053476028751e-20,1.5963737286036875e-20
-3.922,4.5024877926100124e-20,1.6175844941291934e-20
-3.921,4.5575872523600665e-20,1.6390760612975082e-20
-3.92,4.613359969311363e-20,1.6608521352580793e-20
-3.919,4.6698141562990665e-20,1.6829164699010515e-20
-3.918,4.726958126161755e-20,1.705272868496642e-20
-3.917,4.7848002929566736e-20,1.7279251843428796e-20
-3.916,4.8433491731897235e-20,1.750877321421817e-20
-3.915,4.902613387060366e-20,1.77413323506433e-20
-3.914,4.962601659721622e-20,1.797696932623614e-20
-3.913,5.023322822555344e-20,1.8215724741574884e-20
-3.912,5.084785814462952e-20,1.845763973119629e-20
-3.911,5.1469996831718193e-20,1.8702755970598406e-20
-3.91,5.2099735865574894e-20,1.895111568333492e-20
-3.909,5.2737167939819305e-20,1.9202761648202265e-20
-3.908,5.338238687648006e-20,1.945773720652077e-20
-3.907,5.4035487639703676e-20,1.9716086269511014e-20
-3.906,5.469656634962965e-20,1.9977853325766668e-20
-3.905,5.536572029643373e-20,2.024308344882507e-20
-3.904,5.604304795454145e-20,2.05118223048368e-20
-3.903,5.672864899701384e-20,2.0784116160335556e-20
-3.902,5.742262431010762e-20,2.1060011890109656e-20
-3.901,5.812507600801182e-20,2.133955698517644e-20
-3.9,5.883610744776292e-20,2.1622799560860974e-20
-3.899,5.955582324434085e-20,2.1909788364980396e-20
-3.898,6.028432928594791e-20,2.220057278613524e-20
-3.897,6.102173274947284e-20,2.249520286210922e-20
-3.896,6.176814211614225e-20,2.2793729288378784e-20
-3.895,6.25236671873618e-20,2.309620342673399e-20
-3.894,6.328841910074922e-20,2.340267731401201e-20
-3.893,6.406251034636166e-20,2.3713203670944898e-20
-3.892,6.484605478311974e-20,2.4027835911122942e-20
-3.891,6.56391676554304e-20,2.434662815007526e-20
-3.89,6.644196561001136e-20,2.4669635214469054e-20
-3.889,6.72545667129193e-20,2.499691265142914e-20
-3.888,6.807709046678433e-20,2.5328516737979282e-20
-3.887,6.890965782825335e-20,2.566450449060694e-20
-3.886,6.97523912256446e-20,2.6004933674953046e-20
-3.885,7.06054145768162e-20,2.6349862815628395e-20
