t/M,Re(Psi_4),Im(Psi_4)
-100.0,2.1589278506852572e-10,-6.147877684465199e-12
-99.99,2.1601113783530685e-10,-6.151921417386656e-12
-99.98,2.1612956773004918e-10,-6.155968837900259e-12
-99.97,2.162480743513646e-10,-6.160018705580636e-12
-99.96,2.1636665900776667e-10,-6.164072040928007e-12
-99.95,2.164853204963489e-10,-6.168129734096649e-12
-99.94,2.1660405988163187e-10,-6.1721878140347025e-12
-99.93,2.1672287641563278e-10,-6.1762502428589225e-12
-99.92,2.1684177042216183e-10,-6.180315830723039e-12
-99.91,2.1696074219483776e-10,-6.18438450578142e-12
-99.9,2.1707979176469084e-10,-6.1884563429598924e-12
-99.89,2.1719891847791287e-10,-6.1925312621337e-12
-99.88,2.1731812342085465e-10,-6.196609235271975e-12
-99.87,2.1743740600064364e-10,-6.200690078119748e-12
-99.86,2.1755676663385444e-10,-6.204774399087575e-12
-99.85,2.1767620499732083e-10,-6.208861963249306e-12
-99.84,2.177957254540334e-10,-6.212952549727229e-12
-99.83,2.1791531545954313e-10,-6.217045605649999e-12
-99.82,2.1803498869980075e-10,-6.221142146363062e-12
-99.81,2.1815473941293176e-10,-6.225242041405955e-12
-99.8,2.18274568627824e-10,-6.229345154688577e-12
-99.79,2.183944760306888e-10,-6.233451056129858e-12
-99.78,2.1851446190914714e-10,-6.2375602863323975e-12
-99.77,2.1863452613584538e-10,-6.241672174456653e-12
-99.76,2.1875466857421573e-10,-6.245787891829575e-12
-99.75,2.18874889449862e-10,-6.2499061829336696e-12
-99.74,2.189951894328332e-10,-6.254028216950665e-12
-99.73,2.1911556783576698e-10,-6.258152961388637e-12
-99.72,2.1923602475758183e-10,-6.262281014257248e-12
-99.71,2.1935656101987144e-10,-6.266412285619502e-12
-99.7,2.194771755907568e-10,-6.270546501849629e-12
-99.69,2.1959786926731893e-10,-6.274683991901568e-12
-99.68,2.1971864195703192e-10,-6.278824858502165e-12
-99.67,2.1983949326971322e-10,-6.28296864130778e-12
-99.66,2.199604237362136e-10,-6.287115459950976e-12
-99.65,2.2008143338146315e-10,-6.291265673924958e-12
-99.64,2.202025228711468e-10,-6.295418856094852e-12
-99.63,2.2032369125314432e-10,-6.299576047750186e-12
-99.62,2.2044493874934626e-10,-6.303735185339522e-12
-99.61,2.2056626577651898e-10,-6.307898340841237e-12
-99.6,2.206876707771887e-10,-6.312064076114734e-12
-99.59,2.20809157747009e-10,-6.316233368781381e-12
-99.58,2.2093072315835364e-10,-6.3204058604258415e-12
-99.57,2.2105236833323175e-10,-6.324581755379314e-12
-99.56,2.2117409298443613e-10,-6.328760213483371e-12
-99.55,2.2129589723594516e-10,-6.332941949612666e-12
-99.54,2.2141778145393687e-10,-6.33712736367703e-12
-99.53,2.215397453199415e-10,-6.341315777375753e-12
-99.52,2.2166178951350572e-10,-6.3455070983974365e-12
-99.51,2.217839131933658e-10,-6.349702238571165e-12
-99.5,2.219061175234871e-10,-6.353900291625106e-12
-99.49,2.2202840145025722e-10,-6.358101493312662e-12
-99.48,2.2215076644674677e-10,-6.3623056937967384e-12
-99.47,2.2227321017804282e-10,-6.36651351386124e-12
