M omega,Re(tilde_Psi_4),Im(tilde_Psi_4)
-4.0,-2.375107463654067e-19,-6.386378765404194e-20
-3.999,-2.4046684477833383e-19,-6.484395750749935e-20
-3.998,-2.434595908787709e-19,-6.583874798277893e-20
-3.997,-2.464894369594714e-19,-6.684837260668061e-20
-3.996,-2.4955684086628086e-19,-6.787304797369945e-20
-3.995,-2.5266226606590364e-19,-6.891299378951952e-20
-3.994,-2.558061817144901e-19,-6.996843291511751e-20
-3.993,-2.589890627270554e-19,-7.103959141148491e-20
-3.992,-2.6221138984773853e-19,-7.212669858497698e-20
-3.991,-2.6547364972091275e-19,-7.322998703329754e-20
-3.99,-2.687763349631572e-19,-7.43496926921282e-20
-3.989,-2.7211994423610014e-19,-7.548605488241096e-20
-3.988,-2.7550498232014406e-19,-7.663931635829354e-20
-3.987,-2.7893196018908343e-19,-7.78097233557462e-20
-3.986,-2.82401395085626e-19,-7.899752564185977e-20
-3.985,-2.8591381059782795e-19,-8.020297656483411e-20
-3.984,-2.894697367364547e-19,-8.142633310466663e-20
-3.983,-2.9306971001327713e-19,-8.266785592455065e-20
-3.982,-2.967142735203162e-19,-8.392780942299336e-20
-3.981,-3.0040397701004597e-19,-8.520646178666346e-20
-3.98,-3.041393769765665e-19,-8.650408504397846e-20
-3.979,-3.079210367377599e-19,-8.782095511944209e-20
-3.978,-3.117495265184389e-19,-8.9157351888742e-20
-3.977,-3.156254235345018e-19,-9.051355923461851e-20
-3.976,-3.1954931207810503e-19,-9.188986510351494e-20
-3.975,-3.2352178360386542e-19,-9.328656156302044e-20
-3.974,-3.2754343681610494e-19,-9.470394486011627e-20
-3.973,-3.3161487775715e-19,-9.614231548023672e-20
-3.972,-3.3573671989669836e-19,-9.76019782071558e-20
-3.971,-3.39909584222266e-19,-9.908324218371141e-20
-3.97,-3.4413409933072726e-19,-1.0058642097337835e-19
-3.969,-3.484109015209609e-19,-1.0211183262270208e-19
-3.968,-3.5274063488761606e-19,-1.0365979972460499e-19
-3.967,-3.571239514160105e-19,-1.0523064948257754e-19
-3.966,-3.6156151107817585e-19,-1.0682471377576622e-19
-3.965,-3.6605398193006253e-19,-1.0844232922497094e-19
-3.964,-3.7060204020991875e-19,-1.1008383725956444e-19
-3.963,-3.7520637043785787e-19,-1.1174958418534633e-19
-3.962,-3.798676655166277e-19,-1.1343992125334486e-19
-3.961,-3.8458662683359647e-19,-1.1515520472957958e-19
-3.96,-3.893639643639704e-19,-1.168957959657979e-19
-3.959,-3.9420039677525666e-19,-1.1866206147119938e-19
-3.958,-3.990966515329877e-19,-1.2045437298516122e-19
-3.957,-4.040534650077209e-19,-1.2227310755097878e-19
-3.956,-4.0907158258333006e-19,-1.2411864759063537e-19
-3.955,-4.141517587666029e-19,-1.2599138098061521e-19
-3.954,-4.1929475729816117e-19,-1.2789170112877452e-19
-3.953,-4.245013512647184e-19,-1.2982000705228462e-19
-3.952,-4.297723232126922e-19,-1.317767034566627e-19
-3.951,-4.351084652631861e-19,-1.3376220081590456e-19
-3.95,-4.405105792283586e-19,-1.3577691545373526e-19
-3.949,-4.459794767291945e-19,-1.3782126962599234e-19
-3.948,-4.51515979314697e-19,-1.3989569160415802e-19
-3.947,-4.571209185825161e-19,-1.4200061576005578e-19
-3.946,-4.627951363010306e-19,-1.4413648265172757e-19
-3.945,-4.685394845329028e-19,-1.4630373911050806e-19
-3.944,-4.743548257601201e-19,-1.485028383293122e-19
-3.943,-4.80242033010545e-19,-1.5073423995215323e-19
-3.942,-4.86201989985989e-19,-1.5299841016490764e-19
-3.941,-4.922355911918291e-19,-1.5529582178734495e-19
-3.94,-4.983437420681858e-19,-1.5762695436643913e-19
-3.939,-5.045273591226811e-19,-1.5999229427097978e-19
-3.938,-5.10787370064795e-19,-1.623923347875009e-19
-3.937,-5.171247139418396e-19,-1.648275762175453e-19
-3.936,-5.235403412765703e-19,-1.6729852597628356e-19
-3.935,-5.30035214206454e-19,-1.6980569869250537e-19
-3.934,-5.36610306624613e-19,-1.7234961631000322e-19
-3.933,-5.43266604322465e-19,-1.7493080819036687e-19
-3.932,-5.500051051340805e-19,-1.7754981121720852e-19
-3.931,-5.568268190822766e-19,-1.8020716990183807e-19
-3.93,-5.637327685264673e-19,-1.8290343649040893e-19
-3.929,-5.707239883122951e-19,-1.8563917107255413e-19
-3.928,-5.77801525923059e-19,-1.884149416915338e-19
-3.927,-5.849664416329663e-19,-1.9123132445591443e-19
-3.926,-5.922198086622258e-19,-1.9408890365280142e-19
-3.925,-5.995627133340061e-19,-1.9698827186264595e-19
-3.924,-6.069962552332814e-19,-1.999300300756483e-19
-3.923,-6.145215473675853e-19,-2.0291478780977921e-19
-3.922,-6.221397163296984e-19,-2.0594316323044203e-19
-3.921,-6.298519024622902e-19,-2.0901578327179773e-19
-3.92,-6.376592600245386e-19,-2.1213328375977622e-19
-3.919,-6.455629573607531e-19,-2.15296309536797e-19
-3.918,-6.53564177071022e-19,-2.185055145882225e-19
-3.917,-6.616641161839103e-19,-2.217615621705685e-19
-3.916,-6.698639863312312e-19,-2.2506512494149505e-19
-3.915,-6.781650139249169e-19,-2.2841688509160334e-19
-3.914,-6.865684403360128e-19,-2.3181753447806264e-19
-3.913,-6.950755220758205e-19,-2.352677747600931e-19
-3.912,-7.036875309792157e-19,-2.3876831753632924e-19
-3.911,-7.124057543901662e-19,-2.423198844840909e-19
-3.91,-7.212314953494762e-19,-2.4592320750058725e-19
-3.909,-7.301660727847837e-19,-2.4957902884608095e-19
-3.908,-7.392108217028372e-19,-2.532881012890387e-19
-3.907,-7.483670933840797e-19,-2.5705118825329655e-19
-3.906,-7.57636255579566e-19,-2.608690639672671e-19
-3.905,-7.670196927102424e-19,-2.6474251361521646e-19
-3.904,-7.765188060686156e-19,-2.6867233349063993e-19
-3.903,-7.861350140228399e-19,-2.726593311517652e-19
-3.902,-7.958697522232518e-19,-2.7670432557921217e-19
-3.901,-8.057244738113793e-19,-2.808081473358391e-19
-3.9,-8.157006496314571e-19,-2.849716387288052e-19
-3.899,-8.257997684444773e-19,-2.8919565397388016e-19
-3.898,-8.360233371448029e-19,-2.934810593620316e-19
-3.897,-8.46372880979379e-19,-2.9782873342832144e-19
-3.896,-8.568499437695687e-19,-3.022395671231433e-19
-3.895,-8.674560881356465e-19,-3.0671446398583325e-19
-3.894,-8.781928957239802e-19,-3.1125434032068556e-19
-3.893,-8.890619674369337e-19,-3.158601253754079e-19
-3.892,-9.000649236655221e-19,-3.205327615220487e-19
-3.891,-9.112034045248524e-19,-3.252732044404303e-19
