M omega,Re(tilde_Psi_4),Im(tilde_Psi_4)
-4.0,9.550867624702256e-21,-5.3517183972658365e-21
-3.999,9.673128779153283e-21,-5.4165634890332056e-21
-3.998,9.79695474137134e-21,-5.482190362073361e-21
-3.997,9.922365534459468e-21,-5.548608386790426e-21
-3.996,1.0049381437655059e-20,-5.615827045131807e-21
-3.995,1.0178022989605045e-20,-5.683855931905112e-21
-3.994,1.0308310991682942e-20,-5.752704756110462e-21
-3.993,1.0440266511348276e-20,-5.822383342288374e-21
-3.992,1.0573910885548959e-20,-5.892901631883393e-21
-3.991,1.0709265724167147e-20,-5.964269684623663e-21
-3.99,1.0846352913509123e-20,-6.036497679916608e-21
-3.989,1.0985194619839809e-20,-6.109595918260914e-21
-3.988,1.1125813292962421e-20,-6.1835748226750144e-21
-3.987,1.1268231669843899e-20,-6.2584449401422404e-21
-3.986,1.1412472778286645e-20,-6.3342169430728545e-21
-3.985,1.1558559940647209e-20,-6.4109016307831506e-21
-3.984,1.1706516777602483e-20,-6.488509930991812e-21
-3.983,1.1856367211964034e-20,-6.567052901333744e-21
-3.982,1.2008135472541184e-20,-6.646541730891559e-21
-3.981,1.2161846098053452e-20,-6.726987741744944e-21
-3.98,1.2317523941093e-20,-6.808402390538083e-21
-3.979,1.247519417213772e-20,-6.89079727006538e-21
-3.978,1.2634882283615598e-20,-6.974184110875667e-21
-3.977,1.279661409402102e-20,-7.058574782895115e-21
-3.976,1.296041575208369e-20,-7.143981297069067e-21
-3.975,1.31263137409908e-20,-7.230415807023014e-21
-3.974,1.3294334882663183e-20,-7.317890610742926e-21
-3.973,1.3464506342086097e-20,-7.406418152275165e-21
-3.972,1.363685563169534e-20,-7.496011023446203e-21
-3.971,1.3811410615819433e-20,-7.586681965602376e-21
-3.97,1.398819951517856e-20,-7.678443871369907e-21
-3.969,1.4167250911440986e-20,-7.771309786435417e-21
-3.968,1.434859375183773e-20,-7.865292911347178e-21
-3.967,1.453225735383616e-20,-7.960406603337334e-21
-3.966,1.4718271409873358e-20,-8.056664378165332e-21
-3.965,1.490666599214992e-20,-8.154079911982815e-21
-3.964,1.5097471557485046e-20,-8.252667043220207e-21
-3.963,1.529071895223366e-20,-8.352439774495268e-21
-3.962,1.548643941726634e-20,-8.453412274543831e-21
-3.961,1.568466459301291e-20,-8.555598880173011e-21
-3.96,1.5885426524570458e-20,-8.659014098237122e-21
-3.959,1.608875766687662e-20,-8.763672607636587e-21
-3.958,1.6294690889948976e-20,-8.86958926134006e-21
-3.957,1.6503259484191386e-20,-8.976779088430084e-21
-3.956,1.671449716576812e-20,-9.085257296172506e-21
-3.955,1.692843808204667e-20,-9.195039272109948e-21
-3.954,1.7145116817110077e-20,-9.306140586179603e-21
-3.953,1.736456839733972e-20,-9.418576992855628e-21
-3.952,1.758682829706941e-20,-9.532364433316433e-21
-3.951,1.7811932444311737e-20,-9.64751903763713e-21
-3.95,1.8039917226557584e-20,-9.76405712700744e-21
-3.949,1.8270819496649716e-20,-9.881995215975363e-21
-3.948,1.8504676578731438e-20,-1.000135001471687e-20
-3.947,1.8741526274271242e-20,-1.0122138431331966e-20
-3.946,1.8981406868164425e-20,-1.0244377574167369e-20
-3.945,1.922435713491266e-20,-1.0368084754166153e-20
-3.944,1.9470416344882532e-20,-1.049327748724465e-20
-3.943,1.9719624270644006e-20,-1.061997349669691e-20
-3.942,1.9972021193389894e-20,-1.0748190715627053e-20
-3.941,2.0227647909437323e-20,-1.0877947289409824e-20
-3.94,2.0486545736812286e-20,-1.1009261578179665e-20
-3.939,2.0748756521918264e-20,-1.1142152159348648e-20
-3.938,2.1014322646290104e-20,-1.1276637830153582e-20
-3.937,2.128328703343412e-20,-1.1412737610232629e-20
-3.936,2.1555693155755624e-20,-1.1550470744231787e-20
-3.935,2.1831585041574926e-20,-1.1689856704441548e-20
-3.934,2.2111007282232974e-20,-1.1830915193464094e-20
-3.933,2.2394005039287772e-20,-1.1973666146911391e-20
-3.932,2.268062405180271e-20,-1.2118129736134504e-20
-3.931,2.297091064372803e-20,-1.2264326370984511e-20
-3.93,2.3264911731376547e-20,-1.2412276702605371e-20
-3.929,2.3562674830994906e-20,-1.2562001626259113e-20
-3.928,2.3864248066431533e-20,-1.27135222841837e-20
-3.927,2.4169680176902538e-20,-1.2866860068483966e-20
-3.926,2.447902052485683e-20,-1.3022036624055975e-20
-3.925,2.4792319103941698e-20,-1.3179073851545204e-20
-3.924,2.5109626547070125e-20,-1.3337993910338928e-20
-3.923,2.5430994134591176e-20,-1.3498819221593184e-20
-3.922,2.5756473802564743e-20,-1.3661572471294737e-20
-3.921,2.6086118151141976e-20,-1.3826276613358412e-20
-3.92,2.6419980453052774e-20,-1.399295487276023e-20
-3.919,2.6758114662201678e-20,-1.41616307487067e-20
-3.918,2.710057542237357e-20,-1.4332328017840768e-20
-3.917,2.7447418076050574e-20,-1.4505070737484743e-20
-3.916,2.7798698673341535e-20,-1.4679883248920672e-20
-3.915,2.815447398102563e-20,-1.48567901807086e-20
-3.914,2.851480149171139e-20,-1.5035816452043107e-20
-3.913,2.887973943311282e-20,-1.521698727614858e-20
-3.912,2.924934677744388e-20,-1.5400328163713673e-20
-3.911,2.962368325093306e-20,-1.5585864926365358e-20
-3.91,3.0002809343459384e-20,-1.577362368018306e-20
-3.909,3.038678631831158e-20,-1.59636308492533e-20
-3.908,3.0775676222071813e-20,-1.6155913169265352e-20
-3.907,3.1169541894625693e-20,-1.635049769114828e-20
-3.906,3.156844697930014e-20,-1.6547411784749967e-20
-3.905,3.197245593313068e-20,-1.674668314255847e-20
-3.904,3.238163403725992e-20,-1.69483397834663e-20
-3.903,3.279604740746879e-20,-1.7152410056578016e-20
-3.902,3.3215763004842296e-20,-1.7358922645061695e-20
-3.901,3.3640848646571513e-20,-1.7567906570044733e-20
-3.9,3.407137301689347e-20,-1.7779391194554507e-20
-3.899,3.450740567817082e-20,-1.7993406227504375e-20
-3.898,3.494901708211295e-20,-1.820998172772556e-20
-3.897,3.5396278581140424e-20,-1.842914810804542e-20
-3.896,3.584926243989454e-20,-1.8650936139412622e-20
-3.895,3.6308041846893874e-20,-1.8875376955069762e-20
-3.894,3.677269092633973e-20,-1.9102502054773978e-20
-3.893,3.724328475007223e-20,-1.9332343309066063e-20
-3.892,3.7719899349679234e-20,-1.956493296358868e-20
-3.891,3.820261172875976e-20,-1.980030364345416e-20
-3.89,3.8691499875344106e-20,-2.003848835766253e-20
-3.889,3.918664277447252e-20,-2.0279520503570272e-20
-3.888,3.9688120420934496e-20,-2.05234338714104e-20
-3.887,4.019601383217078e-20,-2.077026264886447e-20
-3.886,4.071040506134009e-20,-2.1020041425687042e-20
-3.885,4.1231377210552715e-20,-2.1272805198383278e-20
-3.884,4.175901444427309e-20,-2.152858937494017e-20
-3.883,4.229340200289349e-20,-2.178742977961209e-20
-3.882,4.2834626216481086e-20,-2.204936265776123e-20
-3.881,4.338277451870049e-20,-2.2314424680753557e-20
-3.88,4.393793546091411e-20,-2.258265295091092e-20
-3.879,4.450019872646253e-20,-2.2854085006519937e-20
-3.878,4.506965514512724e-20,-2.312875882689827e-20
-3.877,4.564639670777799e-20,-2.3406712837519014e-20
-3.876,4.623051658120724e-20,-2.368798591519376e-20
-3.875,4.682210912315397e-20,-2.3972617393315048e-20
-3.874,4.742126989751928e-20,-2.4260647067158877e-20
-3.873,4.802809568977634e-20,-2.455211519924793e-20
-3.872,4.864268452257706e-20,-2.4847062524776182e-20
-3.871,4.926513567155798e-20,-2.5145530257095648e-20
-3.87,4.989554968134801e-20,-2.5447560093265877e-20
-3.869,5.0534028381780544e-20,-2.575319421966697e-20
-3.868,5.118067490431252e-20,-2.606247531767681e-20
-3.867,5.183559369865316e-20,-2.63754465694132e-20
-3.866,5.249889054960495e-20,-2.6692151663541708e-20
-3.865,5.317067259411969e-20,-2.701263480114985e-20
-3.864,5.3851048338572244e-20,-2.7336940701688475e-20
-3.863,5.454012767625482e-20,-2.766511460898101e-20
-3.862,5.523802190509466e-20,-2.799720229730137e-20
-3.861,5.59448437455978e-20,-2.833325007752131e-20
-3.86,5.666070735902202e-20,-2.8673304803327977e-20
-3.859,5.738572836578177e-20,-2.901741387751243e-20
-3.858,5.812002386408794e-20,-2.936562525832999e-20
-3.857,5.886371244882575e-20,-2.9717987465933153e-20
-3.856,5.961691423067357e-20,-3.0074549588877927e-20
-3.855,6.03797508554657e-20,-3.043536129070437e-20
-3.854,6.115234552380249e-20,-3.0800472816592224e-20
-3.853,6.193482301091069e-20,-3.116993500009239e-20
-3.852,6.272730968675737e-20,-3.154379926993523e-20
-3.851,6.352993353642051e-20,-3.192211765691636e-20
-3.85,6.434282418071978e-20,-3.2304942800861044e-20
-3.849,6.51661128971105e-20,-3.269232795766784e-20
-3.848,6.599993264084439e-20,-3.3084327006432496e-20
-3.847,6.684441806640048e-20,-3.3480994456653035e-20
-3.846,6.769970554918946e-20,-3.3882385455516785e-20
-3.845,6.85659332075351e-20,-3.4288555795270454e-20
-3.844,6.944324092493636e-20,-3.4699561920674e-20
-3.843,7.033177037261351e-20,-3.511546093653938e-20
-3.842,7.123166503234208e-20,-3.553631061535501e-20
-3.841,7.214307021957832e-20,-3.5962169404996947e-20
-3.84,7.306613310687971e-20,-3.639309643652781e-20
-3.839,7.400100274762447e-20,-3.6829151532084275e-20
-3.838,7.494783010003387e-20,-3.727039521285424e-20
-3.837,7.590676805150102e-20,-3.7716888707144697e-20
-3.836,7.687797144323024e-20,-3.816869395854115e-20
-3.835,7.786159709519089e-20,-3.8625873634159806e-20
