t/M,Re(Psi_4),Im(Psi_4)
-100.0,-6.067148754618529e-10,2.935750993929255e-11
-99.99,-6.070432450884956e-10,2.937656856721987e-11
-99.98,-6.073718258472861e-10,2.939564092306298e-11
-99.97,-6.07700618319833e-10,2.941472801709194e-11
-99.96,-6.080296221064948e-10,2.943382957624867e-11
-99.95,-6.083588390596556e-10,2.945294548867068e-11
-99.94,-6.086882660506205e-10,2.947207583528019e-11
-99.93,-6.090179071879497e-10,2.949122071059901e-11
-99.92,-6.093477595186373e-10,2.951037932584299e-11
-99.91,-6.096778244285025e-10,2.952955272048475e-11
-99.9,-6.100081021051013e-10,2.9548740352726066e-11
-99.89,-6.103385928136784e-10,2.956794266090051e-11
-99.88,-6.106692963954946e-10,2.958715897604622e-11
-99.87,-6.110002128867239e-10,2.9606390325696575e-11
-99.86,-6.113313435007243e-10,2.962563539481744e-11
-99.85,-6.11662686542826e-10,2.964489567511036e-11
-99.84,-6.119942370904563e-10,2.966417388412241e-11
-99.83,-6.123260151054393e-10,2.96834584464842e-11
-99.82,-6.126579994779034e-10,2.970276275253628e-11
-99.81,-6.129901988972235e-10,2.9722081189617256e-11
-99.8,-6.133226119139291e-10,2.974141386489959e-11
-99.79,-6.136552392624625e-10,2.9760761210123834e-11
-99.78,-6.139880815453281e-10,2.978012326416232e-11
-99.77,-6.143211389730779e-10,2.9799498958937854e-11
-99.76,-6.14654410799592e-10,2.981889071910168e-11
-99.75,-6.149878972687877e-10,2.983829621552505e-11
-99.74,-6.153215998215669e-10,2.985771594499506e-11
-99.73,-6.156555174945805e-10,2.987715125225677e-11
-99.72,-6.159896508558379e-10,2.9896600022943454e-11
-99.71,-6.163239996659947e-10,2.9916064660546656e-11
-99.7,-6.166585646621709e-10,2.993554351419634e-11
-99.69,-6.16993344789156e-10,2.9955037764649116e-11
-99.68,-6.173283422961122e-10,2.997454524002518e-11
-99.67,-6.176635557625015e-10,2.999406830686262e-11
-99.66,-6.17998985558335e-10,3.0013604605989326e-11
-99.65,-6.183346328003478e-10,3.0033157678371775e-11
-99.64,-6.186704954182153e-10,3.005272570480633e-11
-99.63,-6.190065755515922e-10,3.007230641921341e-11
-99.62,-6.193428733194804e-10,3.0091904036735786e-11
-99.61,-6.196793880551396e-10,3.0111514920090187e-11
-99.6,-6.200161223725319e-10,3.0131140075303003e-11
-99.59,-6.203530707019821e-10,3.0150782306914154e-11
-99.58,-6.206902379599725e-10,3.0170438139824244e-11
-99.57,-6.210276247507258e-10,3.019010759199503e-11
-99.56,-6.213652281315978e-10,3.0209793822751656e-11
-99.55,-6.217030507611123e-10,3.0229495362936235e-11
-99.54,-6.220410911478243e-10,3.0249210342333597e-11
-99.53,-6.223793505623115e-10,3.026894043950054e-11
-99.52,-6.227178289286048e-10,3.0288684966162674e-11
-99.51,-6.230565261065602e-10,3.03084452668034e-11
-99.5,-6.2339544198503e-10,3.0328220243422006e-11
-99.49,-6.23734577739438e-10,3.034800992657872e-11
-99.48,-6.240739332923769e-10,3.036781620626593e-11
-99.47,-6.2441350765978e-10,3.038763482231343e-11
-99.46,-6.24753301404067e-10,3.0407469487539995e-11
-99.45,-6.250933162360825e-10,3.042731883953554e-11
-99.44,-6.254335504284902e-10,3.0447183803653894e-11
-99.43,-6.257740057924298e-10,3.0467063527922077e-11
-99.42,-6.261146801735839e-10,3.0486957462830214e-11
-99.41,-6.26455576315222e-10,3.050686734417857e-11
-99.4,-6.267966928640983e-10,3.052679267059154e-11
-99.39,-6.271380305372839e-10,3.054673327045694e-11
-99.38,-6.274795890082385e-10,3.056668712759112e-11
-99.37,-6.278213684510071e-10,3.058665861794543e-11
-99.36,-6.281633699594712e-10,3.0606642467349406e-11
-99.35,-6.285055931727038e-10,3.0626642984824974e-11
-99.34,-6.28848037784829e-10,3.064665809472256e-11
-99.33,-6.291907042204721e-10,3.066668914103392e-11
-99.32,-6.295335930643409e-10,3.068673421527295e-11
-99.31,-6.298767039327126e-10,3.0706795355546546e-11
-99.3,-6.302200382225996e-10,3.072687139417449e-11
-99.29,-6.305635930471824e-10,3.0746963078731285e-11
-99.28,-6.309073738449238e-10,3.0767070948044634e-11
-99.27,-6.312513743631866e-10,3.0787190850072595e-11
-99.26,-6.315955984842219e-10,3.0807327521350036e-11
-99.25,-6.319400468160814e-10,3.0827480066823157e-11
-99.24,-6.322847182451623e-10,3.084764728261311e-11
-99.23,-6.326296136382353e-10,3.086782976743184e-11
-99.22,-6.329747325277693e-10,3.088802765870589e-11
-99.21,-6.333200744625062e-10,3.0908241067269144e-11
-99.2,-6.336656417719739e-10,3.092847001812243e-11
-99.19,-6.340114324696808e-10,3.09487144120899e-11
-99.18,-6.343574489625639e-10,3.096897321861322e-11
-99.17,-6.347036888835568e-10,3.098924752338336e-11
-99.16,-6.350501544712675e-10,3.100953747263086e-11
-99.15,-6.353968444524974e-10,3.102984316101355e-11
-99.14,-6.357437594901154e-10,3.105016338201989e-11
-99.13,-6.360909001982544e-10,3.1070499835830756e-11
-99.12,-6.364382660976963e-10,3.1090851589961174e-11
-99.11,-6.367858573823847e-10,3.111121826444239e-11
-99.1,-6.371336728758202e-10,3.113160048178766e-11
-99.09,-6.374817183966204e-10,3.115199847768464e-11
-99.08,-6.378299883749914e-10,3.117241218877426e-11
-99.07,-6.381784834114828e-10,3.119284069696483e-11
-99.06,-6.385272055704408e-10,3.121328523358986e-11
-99.05,-6.388761541874364e-10,3.123374525107546e-11
-99.04,-6.392253303364518e-10,3.125422067211151e-11
-99.03,-6.395747331678585e-10,3.127471155661272e-11
-99.02,-6.399243626696055e-10,3.129521805317299e-11
-99.01,-6.40274220604993e-10,3.131574107086131e-11
-99.0,-6.406243052033579e-10,3.133627822344175e-11
-98.99,-6.409746174641467e-10,3.1356831404420785e-11
-98.98,-6.413251571027595e-10,3.1377399547606804e-11
-98.97,-6.416759254471379e-10,3.139798438834092e-11
-98.96,-6.420269224295273e-10,3.14185845399755e-11
-98.95,-6.423781472420607e-10,3.143919945189242e-11
-98.94,-6.427295999521818e-10,3.14598315297105e-11
-98.93,-6.430812815375304e-10,3.148047868953996e-11
-98.92,-6.434331931427097e-10,3.150114113842845e-11
-98.91,-6.437853324346124e-10,3.152181928240516e-11
-98.9,-6.441376986076052e-10,3.154251203109488e-11
-98.89,-6.444903011679151e-10,3.1563223513692574e-11
-98.88,-6.448431288075005e-10,3.158394942052843e-11
-98.87,-6.451961867042213e-10,3.160469020514698e-11
-98.86,-6.455494748454923e-10,3.162544792744071e-11
-98.85,-6.459029928402512e-10,3.1646220433777356e-11
-98.84,-6.462567407897984e-10,3.1667009698931116e-11
-98.83,-6.466107194546422e-10,3.1687813614575e-11
-98.82,-6.469649283469144e-10,3.1708634794599325e-11
-98.81,-6.473193672458927e-10,3.1729470481913073e-11
-98.8,-6.476740390630789e-10,3.175032207472567e-11
-98.79,-6.480289412576713e-10,3.177119037753899e-11
-98.78,-6.483840748334378e-10,3.1792073510859866e-11
-98.77,-6.487394394241504e-10,3.1812973977624754e-11
-98.76,-6.490950362383085e-10,3.1833889222030984e-11
-98.75,-6.494508650075061e-10,3.185482093023619e-11
-98.74,-6.498069253323915e-10,3.187576810275168e-11
-98.73,-6.501632173425209e-10,3.1896731998892407e-11
-98.72,-6.505197430535005e-10,3.1917712441889437e-11
-98.71,-6.508764995759063e-10,3.1938706486257804e-11
-98.7,-6.512334898923508e-10,3.195971820922707e-11
-98.69,-6.515907123556632e-10,3.198074494538382e-11
-98.68,-6.519481689994228e-10,3.2001788239294334e-11
-98.67,-6.52305858961015e-10,3.202284674840272e-11
-98.66,-6.526637796436835e-10,3.204392249890396e-11
-98.65,-6.530219369647459e-10,3.2065014332817796e-11
-98.64,-6.533803269320265e-10,3.208612191236409e-11
-98.63,-6.537389531110344e-10,3.210724539688469e-11
-98.62,-6.54097809034727e-10,3.212838482193897e-11
-98.61,-6.544569021846223e-10,3.214954130170207e-11
-98.6,-6.548162286625552e-10,3.2170714002888834e-11
-98.59,-6.551757898717496e-10,3.21919010870235e-11
-98.58,-6.555355866765922e-10,3.2213105315628534e-11
-98.57,-6.558956180980549e-10,3.223432524606751e-11
-98.56,-6.562558839308576e-10,3.225556195348271e-11
-98.55,-6.566163864284223e-10,3.227681467097548e-11
-98.54,-6.569771294571994e-10,3.229807668164203e-11
-98.53,-6.573380967893656e-10,3.231936835405841e-11
-98.52,-6.57699306157439e-10,3.234067054394931e-11
-98.51,-6.580607505173125e-10,3.236198798406361e-11
-98.5,-6.584224319538859e-10,3.238332192865793e-11
-98.49,-6.587843497629782e-10,3.240467197327821e-11
-98.48,-6.591465041385063e-10,3.242603867174135e-11
-98.47,-6.595088952934075e-10,3.244742109218935e-11
-98.46,-6.598715222410115e-10,3.246881987633637e-11
-98.45,-6.602343899171587e-10,3.249023656062224e-11
-98.44,-6.605974912605738e-10,3.251166765530929e-11
-98.43,-6.609608315868657e-10,3.253311618345591e-11
-98.42,-6.613244089393723e-10,3.255458115163202e-11
-98.41,-6.616882244199353e-10,3.257606153500759e-11
-98.4,-6.620522778434705e-10,3.2597559081161335e-11
-98.39,-6.62416570214984e-10,3.26190727532335e-11
-98.38,-6.627811005304252e-10,3.264060306569912e-11
-98.37,-6.631458692722666e-10,3.266214966463869e-11
-98.36,-6.635108769933965e-10,3.268371273943607e-11
-98.35,-6.638761232225825e-10,3.2705292889097775e-11
-98.34,-6.642416084528566e-10,3.272688983749152e-11
-98.33,-6.646073347928757e-10,3.2748500977723345e-11
-98.32,-6.649732985963424e-10,3.277013010334322e-11
-98.31,-6.65339503492118e-10,3.27917760130954e-11
-98.3,-6.65705947042423e-10,3.281343804922637e-11
-98.29,-6.660726310563101e-10,3.283511720704897e-11
-98.28,-6.664395550598614e-10,3.28568124203659e-11
-98.27,-6.668067207015175e-10,3.287852414084638e-11
-98.26,-6.671741253755953e-10,3.290025283494076e-11
-98.25,-6.675417695861165e-10,3.2921998850272294e-11
-98.24,-6.679096577962591e-10,3.294375943075281e-11
-98.23,-6.682777861899624e-10,3.2965538209992426e-11
-98.22,-6.686461563761689e-10,3.298733337301942e-11
-98.21,-6.690147669108006e-10,3.3009145031559055e-11
-98.2,-6.693836195573889e-10,3.303097380635396e-11
-98.19,-6.697527141251395e-10,3.3052818996131176e-11
-98.18,-6.701220509332942e-10,3.307468091577368e-11
-98.17,-6.704916295480923e-10,3.309655919752648e-11
-98.16,-6.708614496720835e-10,3.311845469125252e-11
-98.15,-6.712315132359578e-10,3.3140367283292596e-11
-98.14,-6.716018200827697e-10,3.31622964405166e-11
-98.13,-6.719723696102463e-10,3.318424165467821e-11
-98.12,-6.723431632518038e-10,3.3206204614085684e-11
-98.11,-6.727141984706449e-10,3.322818401422865e-11
-98.1,-6.730854783534176e-10,3.325017992939791e-11
-98.09,-6.734570008458153e-10,3.327219306976564e-11
-98.08,-6.738287683681552e-10,3.3294223327133205e-11
-98.07,-6.742007790916945e-10,3.331627034052908e-11
-98.06,-6.745730344243386e-10,3.3338333717812703e-11
-98.05,-6.74945533977059e-10,3.336041515309654e-11
-98.04,-6.753182791694853e-10,3.338251190982956e-11
-98.03,-6.756912687338833e-10,3.3404626270943576e-11
-98.02,-6.760645026957162e-10,3.342675795373637e-11
-98.01,-6.76437983122594e-10,3.344890716889575e-11
-98.0,-6.768117069434008e-10,3.34710723130905e-11
-97.99,-6.77185677819491e-10,3.3493254925075e-11
-97.98,-6.775598936649273e-10,3.351545406976848e-11
-97.97,-6.779343563666831e-10,3.3537670313134055e-11
-97.96,-6.783090646003422e-10,3.3559902587331794e-11
-97.95,-6.786840182236709e-10,3.358215522250948e-11
-97.94,-6.79059219703525e-10,3.3604422470724536e-11
-97.93,-6.794346670813734e-10,3.3626707489757986e-11
-97.92,-6.798103624199992e-10,3.3649009183883773e-11
-97.91,-6.801863036304422e-10,3.3671327678028085e-11
-97.9,-6.805624927121841e-10,3.3693664119340757e-11
-97.89,-6.809389290650519e-10,3.3716017481962467e-11
-97.88,-6.813156126420144e-10,3.373838811876675e-11
-97.87,-6.816925446654009e-10,3.376077374433818e-11
-97.86,-6.820697250567296e-10,3.3783180127580214e-11
-97.85,-6.82447153011122e-10,3.380560231870258e-11
-97.84,-6.828248289686122e-10,3.3828041693540926e-11
-97.83,-6.832027535907223e-10,3.38504984046993e-11
-97.82,-6.835809276236929e-10,3.3872972270239375e-11
-97.81,-6.839593502284957e-10,3.3895462583051714e-11
-97.8,-6.843380217812217e-10,3.3917971633642285e-11
-97.79,-6.847169434528519e-10,3.394049710882868e-11
-97.78,-6.850961168173032e-10,3.3963039842742686e-11
-97.77,-6.854755342390681e-10,3.3985600234408765e-11
-97.76,-6.858552045633879e-10,3.40081776615593e-11
-97.75,-6.862351256631157e-10,3.403077181817461e-11
-97.74,-6.866152957559628e-10,3.4053385298368187e-11
-97.73,-6.869957173107921e-10,3.407601485611202e-11
-97.72,-6.873763886930463e-10,3.409866184787164e-11
-97.71,-6.877573110533663e-10,3.412132608502729e-11
-97.7,-6.881384847235724e-10,3.4144008245088004e-11
-97.69,-6.885199100304323e-10,3.416670658083273e-11
-97.68,-6.889015857055467e-10,3.4189424999487915e-11
-97.67,-6.892835138983968e-10,3.421215875294785e-11
-97.66,-6.896656937522714e-10,3.423491091512444e-11
-97.65,-6.900481254797255e-10,3.425768068138449e-11
-97.64,-6.904308094652495e-10,3.428046737785695e-11
-97.63,-6.908137463231182e-10,3.430327168215305e-11
-97.62,-6.911969345041542e-10,3.4326093952174685e-11
-97.61,-6.915803761563568e-10,3.434893318060427e-11
-97.6,-6.91964066993701e-10,3.437179127732194e-11
-97.59,-6.923480181676592e-10,3.439466552026479e-11
-97.58,-6.927322200312424e-10,3.441755779006376e-11
-97.57,-6.931166745006445e-10,3.4440468023196075e-11
-97.56,-6.935013826913533e-10,3.4463395298040236e-11
-97.55,-6.938863450272734e-10,3.4486341397098686e-11
-97.54,-6.942715621256734e-10,3.450930410594844e-11
-97.53,-6.946570325059289e-10,3.453228480813042e-11
-97.52,-6.950427585890165e-10,3.455528293669515e-11
-97.51,-6.954287361992643e-10,3.4578299649334137e-11
-97.5,-6.958149733624264e-10,3.460133383277477e-11
-97.49,-6.962014636144048e-10,3.46243851833486e-11
-97.48,-6.965882080625246e-10,3.464745501921113e-11
-97.47,-6.969752096173136e-10,3.46705418720609e-11
-97.46,-6.973624655170634e-10,3.469364687620268e-11
-97.45,-6.977499779361284e-10,3.471677005779355e-11
-97.44,-6.981377468587695e-10,3.473991099082801e-11
-97.43,-6.985257718248271e-10,3.476306941468037e-11
-97.42,-6.989140530835391e-10,3.47862467904825e-11
-97.41,-6.993025903434205e-10,3.480944053177716e-11
-97.4,-6.996913868644939e-10,3.48326521940936e-11
-97.39,-7.000804371991974e-10,3.485588249447967e-11
-97.38,-7.00469746591667e-10,3.4879130601350685e-11
-97.37,-7.008593129603103e-10,3.4902396451711394e-11
-97.36,-7.012491375435315e-10,3.492568057923194e-11
-97.35,-7.01639220686725e-10,3.4948983171801304e-11
-97.34,-7.020295592469846e-10,3.497230205880888e-11
-97.33,-7.024201579004762e-10,3.499563952691628e-11
-97.32,-7.028110142531332e-10,3.501899617298586e-11
-97.31,-7.0320213016294e-10,3.504237187873984e-11
-97.3,-7.035935042554092e-10,3.506576228406295e-11
-97.29,-7.039851375227157e-10,3.508917241323633e-11
-97.28,-7.043770301116505e-10,3.511260116169687e-11
-97.27,-7.047691820898524e-10,3.513604781226232e-11
-97.26,-7.051615935187846e-10,3.5159511819107556e-11
-97.25,-7.055542646750852e-10,3.5182994806189914e-11
-97.24,-7.059471967201383e-10,3.5206495400651166e-11
-97.23,-7.063403879427263e-10,3.523001415811843e-11
-97.22,-7.067338390241687e-10,3.5253552061220693e-11
-97.21,-7.071275527993368e-10,3.5277106861054224e-11
-97.2,-7.075215263244984e-10,3.5300680918244224e-11
-97.19,-7.079157606540549e-10,3.5324271546787036e-11
-97.18,-7.083102567048953e-10,3.534788158000531e-11
-97.17,-7.087050134292662e-10,3.537150985563238e-11
-97.16,-7.09100031909181e-10,3.539515664836089e-11
-97.15,-7.094953137153878e-10,3.541882180856716e-11
-97.14,-7.098908558330305e-10,3.5442504981316544e-11
-97.13,-7.102866604398455e-10,3.546620547194403e-11
-97.12,-7.106827278241888e-10,3.5489926381653814e-11
-97.11,-7.110790566226178e-10,3.551366452833348e-11
-97.1,-7.114756506372446e-10,3.5537421013918314e-11
-97.09,-7.118725066191515e-10,3.55611951636526e-11
-97.08,-7.12269625312484e-10,3.5584988936373764e-11
-97.07,-7.126670076162483e-10,3.560880089464797e-11
-97.06,-7.130646539728789e-10,3.563263096836928e-11
-97.05,-7.134625644174303e-10,3.565647991793219e-11
-97.04,-7.138607375751988e-10,3.568034658861883e-11
-97.03,-7.142591764299102e-10,3.570423229786373e-11
-97.02,-7.146578791092767e-10,3.572813733669508e-11
-97.01,-7.150568465310491e-10,3.575205934183246e-11
-97.0,-7.154560788682889e-10,3.577600059959396e-11
-96.99,-7.158555759379311e-10,3.5799960527129186e-11
-96.98,-7.162553387838452e-10,3.5823938471473986e-11
-96.97,-7.166553666293633e-10,3.584793604476722e-11
-96.96,-7.170556603129101e-10,3.587195156951479e-11
-96.95,-7.174562195930205e-10,3.589598554210881e-11
-96.94,-7.178570453252282e-10,3.592003837326293e-11
-96.93,-7.182581383389717e-10,3.594411549139406e-11
-96.92,-7.186594962899231e-10,3.596819982084667e-11
-96.91,-7.190611209603271e-10,3.5992308738601354e-11
-96.9,-7.194630125437373e-10,3.601643653475174e-11
-96.89,-7.198651723724533e-10,3.604058269756118e-11
-96.88,-7.202675987627883e-10,3.606474748450229e-11
-96.87,-7.206702927709107e-10,3.608893109141592e-11
-96.86,-7.210732541582862e-10,3.61131337656935e-11
-96.85,-7.21476484152422e-10,3.61373543562388e-11
-96.84,-7.218799841102977e-10,3.616159204460567e-11
-96.83,-7.22283748045989e-10,3.6185854291962184e-11
-96.82,-7.22687782509697e-10,3.621013151865403e-11
-96.81,-7.230920858219235e-10,3.623442912674678e-11
-96.8,-7.234966582215477e-10,3.625874395875784e-11
-96.79,-7.239014998245424e-10,3.628307801732074e-11
-96.78,-7.243066139647031e-10,3.6307431295683405e-11
-96.77,-7.247119917807673e-10,3.6331804120955655e-11
-96.76,-7.251176414011749e-10,3.635619481708276e-11
-96.75,-7.255235617394456e-10,3.638060496172147e-11
-96.74,-7.259297516451079e-10,3.640503337969575e-11
-96.73,-7.263362135778702e-10,3.642948146677564e-11
-96.72,-7.267429440925038e-10,3.645394845497459e-11
-96.71,-7.271499467415696e-10,3.647843363006118e-11
-96.7,-7.275572205737267e-10,3.6502939698817006e-11
-96.69,-7.279647652048794e-10,3.652746309642132e-11
-96.68,-7.283725814923335e-10,3.655200668908289e-11
-96.67,-7.287806689100762e-10,3.6576569334031314e-11
-96.66,-7.291890301368162e-10,3.6601150556018826e-11
-96.65,-7.295976596741612e-10,3.662575143119054e-11
-96.64,-7.30006564599125e-10,3.665037037312644e-11
-96.63,-7.30415741207465e-10,3.667500923282767e-11
-96.62,-7.308251901085514e-10,3.6699667219422564e-11
-96.61,-7.312349124183061e-10,3.672434461001362e-11
-96.6,-7.316449076738658e-10,3.674904051788461e-11
-96.59,-7.32055176107788e-10,3.677375609299693e-11
-96.58,-7.324657182612874e-10,3.679849097344928e-11
-96.57,-7.328765313127442e-10,3.6823240463047976e-11
-96.56,-7.332876241841146e-10,3.684801738897414e-11
-96.55,-7.336989890769842e-10,3.6872810919108746e-11
-96.54,-7.341106273301506e-10,3.689762262872941e-11
-96.53,-7.345225407773504e-10,3.692245413786795e-11
-96.52,-7.349347283336566e-10,3.694730424288561e-11
-96.51,-7.353471914051575e-10,3.6972174600076066e-11
-96.5,-7.357599299009622e-10,3.699706342324632e-11
-96.49,-7.361729429281826e-10,3.702197147602212e-11
-96.48,-7.365862334265645e-10,3.7046899627781977e-11
-96.47,-7.369997978461216e-10,3.707184829412762e-11
-96.46,-7.374136401185514e-10,3.709681447243872e-11
-96.45,-7.37827757200129e-10,3.712180105974852e-11
-96.44,-7.38242151740045e-10,3.714680691085234e-11
-96.43,-7.386568228014949e-10,3.717183191513471e-11
-96.42,-7.390717710567751e-10,3.719687735623775e-11
-96.41,-7.394869965676412e-10,3.7221942110315067e-11
-96.4,-7.399024989477303e-10,3.724702574268469e-11
-96.39,-7.4031827863838e-10,3.727212993888344e-11
-96.38,-7.407343370251547e-10,3.729725189581024e-11
-96.37,-7.411506733506761e-10,3.732239457013803e-11
-96.36,-7.415672867640555e-10,3.7347557597981903e-11
-96.35,-7.419841799565449e-10,3.737273921618539e-11
-96.34,-7.424013511505931e-10,3.7397940910156187e-11
-96.33,-7.428188012566344e-10,3.742316184217943e-11
-96.32,-7.432365303844496e-10,3.744840305778201e-11
-96.31,-7.436545395010296e-10,3.74736640988227e-11
-96.3,-7.440728279410117e-10,3.749894436234359e-11
-96.29,-7.444913958085999e-10,3.752424431037057e-11
-96.28,-7.449102446017579e-10,3.7549563569010127e-11
-96.27,-7.453293719056476e-10,3.757490407805351e-11
-96.26,-7.457487808871405e-10,3.76002630612138e-11
-96.25,-7.461684694742637e-10,3.762564260650448e-11
-96.24,-7.465884395682904e-10,3.7651041095856423e-11
-96.23,-7.470086905116671e-10,3.767646036720966e-11
-96.22,-7.474292231084302e-10,3.7701899476005504e-11
-96.21,-7.478500364366327e-10,3.772735740647004e-11
-96.2,-7.482711324623496e-10,3.775283645828151e-11
-96.19,-7.486925091093858e-10,3.7778333201414245e-11
-96.18,-7.49114169788224e-10,3.78038536023355e-11
-96.17,-7.495361115473075e-10,3.782939129979128e-11
-96.16,-7.499583364885402e-10,3.7854949804882774e-11
-96.15,-7.503808434092378e-10,3.788052823037635e-11
-96.14,-7.508036343334069e-10,3.790612627196857e-11
-96.13,-7.512267076992018e-10,3.7931744750194755e-11
-96.12,-7.516500650432373e-10,3.7957383016659184e-11
-96.11,-7.520737059931296e-10,3.7983040880411215e-11
-96.1,-7.524976301920049e-10,3.800871862918337e-11
-96.09,-7.529218385218085e-10,3.803441832205242e-11
-96.08,-7.533463328955493e-10,3.806013721387604e-11
-96.07,-7.537711096394215e-10,3.8085875503191406e-11
-96.06,-7.541961724627811e-10,3.8111634384766814e-11
-96.05,-7.546215199699843e-10,3.8137413367437e-11
-96.04,-7.550471530185129e-10,3.816321303765057e-11
-96.03,-7.5547307124028e-10,3.8189032337593375e-11
-96.02,-7.558992749099288e-10,3.8214872044319146e-11
