t/M,Re(Psi_4),Im(Psi_4)
-100.0,-6.075164706335893e-10,1.2443460212758098e-11
-99.99,-6.078454454437545e-10,1.2451540383598031e-11
-99.98,-6.081746321248697e-10,1.245962662449285e-11
-99.97,-6.085040308645731e-10,1.2467718948298254e-11
-99.96,-6.088336419404322e-10,1.2475817242906008e-11
-99.95,-6.091634653558559e-10,1.248392172506576e-11
-99.94,-6.09493501116811e-10,1.2492032394175992e-11
-99.93,-6.098237499956138e-10,1.2500148671153272e-11
-99.92,-6.101542115463864e-10,1.2508271708685937e-11
-99.91,-6.104848862016421e-10,1.2516400592997712e-11
-99.9,-6.108157739756465e-10,1.2524535639122307e-11
-99.89,-6.111468750565201e-10,1.253267674399424e-11
-99.88,-6.114781898789727e-10,1.2540823963168228e-11
-99.87,-6.118097181450081e-10,1.2548977344903636e-11
-99.86,-6.121414603191443e-10,1.2557136926978798e-11
-99.85,-6.124734163710641e-10,1.2565302503917648e-11
-99.84,-6.128055858614983e-10,1.2573473779570848e-11
-99.83,-6.13137971630188e-10,1.2581652140819915e-11
-99.82,-6.134705706694185e-10,1.258983640210687e-11
-99.81,-6.138033843435781e-10,1.2598026606988924e-11
-99.8,-6.141364129321821e-10,1.260622315707579e-11
-99.79,-6.144696564400266e-10,1.2614425665638429e-11
-99.78,-6.148031150137097e-10,1.2622634470873389e-11
-99.77,-6.151367888722096e-10,1.263084954218255e-11
-99.76,-6.154706782627989e-10,1.2639070734597874e-11
-99.75,-6.158047830746034e-10,1.2647298036721616e-11
-99.74,-6.161391039187176e-10,1.2655531668298895e-11
-99.73,-6.164736405181927e-10,1.2663771439278268e-11
-99.72,-6.168083931473153e-10,1.2672017315425273e-11
-99.71,-6.171433621291895e-10,1.268026963821691e-11
-99.7,-6.174785474475437e-10,1.2688528059273125e-11
-99.69,-6.178139492084236e-10,1.269679252978628e-11
-99.68,-6.181495679801443e-10,1.2705063546594964e-11
-99.67,-6.184854035023938e-10,1.2713340704658025e-11
-99.66,-6.188214560273345e-10,1.272162397693174e-11
-99.65,-6.191577259761708e-10,1.2729913742274829e-11
-99.64,-6.194942130588864e-10,1.2738209638109107e-11
-99.63,-6.198309176018508e-10,1.2746511726875498e-11
-99.62,-6.201678402607008e-10,1.2754820068042367e-11
-99.61,-6.20504980501074e-10,1.2763134715918792e-11
-99.6,-6.208423390414965e-10,1.2771455816530948e-11
-99.59,-6.211799152028872e-10,1.2779782866203782e-11
-99.58,-6.215177101276284e-10,1.2788116357024122e-11
-99.57,-6.218557238117322e-10,1.2796456739582543e-11
-99.56,-6.221939556165685e-10,1.2804802300634023e-11
-99.55,-6.225324065563887e-10,1.2813154750674014e-11
-99.54,-6.228710764851086e-10,1.2821513387354284e-11
-99.53,-6.232099654815539e-10,1.2829878410281976e-11
-99.52,-6.23549073943555e-10,1.283824973112749e-11
-99.51,-6.238884018975318e-10,1.2846627450986348e-11
-99.5,-6.242279495258972e-10,1.2855011325565294e-11
-99.49,-6.245677169863836e-10,1.2863401628592692e-11
-99.48,-6.249077041704374e-10,1.287179831645862e-11
-99.47,-6.252479121077104e-10,1.2880201300308663e-11
-99.46,-6.255883399206536e-10,1.288861065548447e-11
-99.45,-6.259289883519302e-10,1.2897026406927144e-11
-99.44,-6.262698575016846e-10,1.2905448468787177e-11
-99.43,-6.266109473982727e-10,1.2913876845652404e-11
-99.42,-6.269522583785525e-10,1.2922311657726239e-11
-99.41,-6.272937903878204e-10,1.2930752885691558e-11
-99.4,-6.276355437372972e-10,1.2939200454334249e-11
-99.39,-6.279775186070813e-10,1.2947654670308938e-11
-99.38,-6.28319715240225e-10,1.2956114676850957e-11
-99.37,-6.286621334550684e-10,1.2964581558821406e-11
