M omega,Re(tilde_Psi_4),Im(tilde_Psi_4)
-4.0,-2.525664143197554e-19,-4.35176815252017e-20
-3.999,-2.5572849839828165e-19,-4.42563943604572e-20
-3.998,-2.589300242514702e-19,-4.5006891374572135e-20
-3.997,-2.621714817787238e-19,-4.576935318709809e-20
-3.996,-2.6545336693506627e-19,-4.65439631094307e-20
-3.995,-2.6877618180557817e-19,-4.7330907184096654e-20
-3.994,-2.721404346807419e-19,-4.813037422460471e-20
-3.993,-2.755466401327066e-19,-4.894255585586883e-20
-3.992,-2.789953190924843e-19,-4.976764655521148e-20
-3.991,-2.824869989280884e-19,-5.060584369395533e-20
-3.99,-2.8602221352362605e-19,-5.1457347579611685e-20
-3.989,-2.8960150335935634e-19,-5.232236149867407e-20
-3.988,-2.932254155927247e-19,-5.320109176002564e-20
-3.987,-2.968945041403872e-19,-5.409374773896892e-20
-3.986,-3.0060932976123513e-19,-5.500054192188689e-20
-3.985,-3.04370460140433e-19,-5.592168995154417e-20
-3.984,-3.0817846997448155e-19,-5.685741067303754e-20
-3.983,-3.1203394105731856e-19,-5.78079261804047e-20
-3.982,-3.159374623674701e-19,-5.877346186390103e-20
-3.981,-3.198896301562643e-19,-5.975424645795326e-20
-3.98,-3.2389104803712166e-19,-6.07505120898001e-20
-3.979,-3.279423270759335e-19,-6.176249432882917e-20
-3.978,-3.320440858825428e-19,-6.279043223662041e-20
-3.977,-3.361969507033404e-19,-6.38345684177056e-20
-3.976,-3.4040155551498994e-19,-6.489514907105442e-20
-3.975,-3.4465854211929524e-19,-6.597242404229718e-20
-3.974,-3.4896856023922423e-19,-6.706664687669456e-20
-3.973,-3.5333226761610283e-19,-6.817807487286503e-20
-3.972,-3.577503301079936e-19,-6.93069691372807e-20
-3.971,-3.6222342178927285e-19,-7.045359463954215e-20
-3.97,-3.6675222505142127e-19,-7.161822026844366e-20
-3.969,-3.7133743070504203e-19,-7.280111888883969e-20
-3.968,-3.759797380831223e-19,-7.400256739932402e-20
-3.967,-3.8067985514555173e-19,-7.522284679073299e-20
-3.966,-3.8543849858491447e-19,-7.646224220548461e-20
-3.965,-3.9025639393356915e-19,-7.772104299776508e-20
-3.964,-3.95134275672033e-19,-7.899954279457488e-20
-3.963,-4.000728873386855e-19,-8.02980395576465e-20
-3.962,-4.0507298164080737e-19,-8.161683564624606e-20
-3.961,-4.1013532056697163e-19,-8.295623788087132e-20
-3.96,-4.152606755008023e-19,-8.43165576078587e-20
-3.959,-4.204498273361179e-19,-8.569811076491219e-20
-3.958,-4.257035665934759e-19,-8.7101217947567e-20
-3.957,-4.3102269353813556e-19,-8.85262044766013e-20
-3.956,-4.364080182994556e-19,-8.997340046640926e-20
-3.955,-4.418603609917451e-19,-9.144314089434899e-20
-3.954,-4.473805518365838e-19,-9.293576567107918e-20
-3.953,-4.529694312866304e-19,-9.445161971189825e-20
-3.952,-4.586278501509367e-19,-9.599105300910021e-20
-3.951,-4.643566697217862e-19,-9.755442070536145e-20
-3.95,-4.70156761903073e-19,-9.914208316817311e-20
-3.949,-4.760290093402448e-19,-1.0075440606533371e-19
-3.948,-4.819743055518218e-19,-1.0239176044151682e-19
-3.947,-4.879935550625178e-19,-1.0405452279592904e-19
-3.946,-4.94087673537977e-19,-1.0574307516107371e-19
-3.945,-5.002575879211491e-19,-1.0745780518263564e-19
-3.944,-5.065042365703215e-19,-1.0919910620050293e-19
-3.943,-5.128285693988288e-19,-1.1096737733094152e-19
-3.942,-5.192315480164595e-19,-1.1276302354993923e-19
-3.941,-5.257141458725804e-19,-1.14586455777735e-19
-3.94,-5.322773484010003e-19,-1.1643809096455066e-19
-3.939,-5.389221531665915e-19,-1.1831835217754172e-19
-3.938,-5.456495700136939e-19,-1.2022766868898454e-19
-3.937,-5.524606212163194e-19,-1.2216647606571715e-19
-3.936,-5.593563416301811e-19,-1.2413521625985125e-19
-3.935,-5.663377788465678e-19,-1.2613433770077344e-19
-3.934,-5.734059933480868e-19,-1.2816429538845373e-19
-3.933,-5.805620586662961e-19,-1.3022555098807958e-19
-3.932,-5.878070615412504e-19,-1.323185729260342e-19
-3.931,-5.951421020829835e-19,-1.3444383648723795e-19
-3.93,-6.025682939349496e-19,-1.3660182391387195e-19
-3.929,-6.100867644394471e-19,-1.3879302450550337e-19
-3.928,-6.176986548050503e-19,-1.4101793472063204e-19
-3.927,-6.254051202760714e-19,-1.4327705827967827e-19
-3.926,-6.332073303040775e-19,-1.4557090626943212e-19
-3.925,-6.411064687214884e-19,-1.4789999724898481e-19
-3.924,-6.491037339172788e-19,-1.5026485735716273e-19
-3.923,-6.57200339014811e-19,-1.5266602042148538e-19
-3.922,-6.653975120518237e-19,-1.5510402806866854e-19
-3.921,-6.736964961626025e-19,-1.575794298366943e-19
