M omega,Re(tilde_Psi_4),Im(tilde_Psi_4)
-4.0,-1.459671633427596e-20,-9.83487502945791e-20
-3.999,-1.468832763370264e-20,-9.964142306304787e-20
-3.998,-1.4779803854647724e-20,-1.0095099379825377e-19
-3.997,-1.4871125405123913e-20,-1.0227768209048112e-19
-3.996,-1.496227219969407e-20,-1.0362171036517139e-19
-3.995,-1.5053223649877183e-20,-1.0498330391926536e-19
-3.994,-1.5143958654387554e-20,-1.0636269095800734e-19
-3.993,-1.523445558920442e-20,-1.0776010263221726e-19
-3.992,-1.5324692297469294e-20,-1.0917577307603654e-19
-3.991,-1.5414646079208222e-20,-1.1060993944515364e-19
-3.99,-1.5504293680876038e-20,-1.120628419555156e-19
-3.989,-1.5593611284719837e-20,-1.1353472392253124e-19
-3.988,-1.5682574497958583e-20,-1.1502583180077266e-19
-3.987,-1.577115834177599e-20,-1.1653641522418095e-19
-3.986,-1.5859337240123564e-20,-1.1806672704678274e-19
-3.985,-1.594708500833076e-20,-1.1961702338392376e-19
-3.984,-1.603437484151911e-20,-1.2118756365402619e-19
-3.983,-1.6121179302817135e-20,-1.2277861062087607e-19
-3.982,-1.620747031137286e-20,-1.243904304364478e-19
-3.981,-1.6293219130160578e-20,-1.2602329268427217e-19
-3.98,-1.6378396353578602e-20,-1.2767747042335485e-19
-3.979,-1.6462971894834595e-20,-1.293532402326524e-19
-3.978,-1.6546914973115022e-20,-1.3105088225611264e-19
-3.977,-1.663019410053531e-20,-1.3277068024828646e-19
-3.976,-1.671277706886706e-20,-1.3451292162051844e-19
-3.975,-1.6794630936038854e-20,-1.3627789748772338e-19
-3.974,-1.6875722012406865e-20,-1.3806590271575614e-19
-3.973,-1.6956015846791673e-20,-1.3987723596938225e-19
-3.972,-1.7035477212277458e-20,-1.4171219976085686e-19
-3.971,-1.7114070091769756e-20,-1.435711004991196e-19
-3.97,-1.719175766330792e-20,-1.4545424853961339e-19
-3.969,-1.7268502285128304e-20,-1.4736195823473425e-19
-3.968,-1.734426548047419e-20,-1.4929454798492114e-19
-3.967,-1.741900792214838e-20,-1.5125234029039287e-19
-3.966,-1.7492689416804345e-20,-1.532356618035408e-19
-3.965,-1.756526888897167e-20,-1.5524484338198538e-19
