M omega,Re(tilde_Psi_4),Im(tilde_Psi_4)
-4.0,5.531240521856133e-19,5.219187919531063e-20
-3.999,5.61345436847329e-19,5.402609978130671e-20
-3.998,5.696870190703885e-19,5.590416845461249e-20
-3.997,5.781505214168492e-19,5.782699306296216e-20
-3.996,5.867376905243013e-19,5.979549883607101e-20
-3.995,5.954502974314614e-19,6.181062870182321e-20
-3.994,6.0429013790797185e-19,6.387334360799755e-20
-3.993,6.132590327884541e-19,6.598462284962523e-20
-3.992,6.223588283108706e-19,6.814546440207533e-20
-3.991,6.315913964592435e-19,7.035688525996519e-20
-3.99,6.409586353107843e-19,7.261992178199443e-20
-3.989,6.504624693874863e-19,7.493563004180315e-20
-3.988,6.601048500122345e-19,7.730508618495625e-20
-3.987,6.698877556694848e-19,7.972938679215785e-20
-3.986,6.798131923705686e-19,8.22096492488011e-20
-3.985,6.898831940236773e-19,8.474701212096075e-20
-3.984,7.000998228085816e-19,8.734263553793745e-20
-3.983,7.104651695561432e-19,8.99977015814645e-20
-3.982,7.209813541326739e-19,9.271341468168972e-20
-3.981,7.31650525829201e-19,9.549100202004699e-20
-3.98,7.424748637556949e-19,9.833171393913362e-20
-3.979,7.534565772403208e-19,1.0123682435971198e-19
-3.978,7.645979062337688e-19,1.0420763120495556e-19
-3.977,7.759011217187263e-19,1.0724545683206163e-19
-3.976,7.873685261245511e-19,1.1035164847135468e-19
-3.975,7.990024537472059e-19,1.135275786730069e-19
-3.974,8.108052711745162e-19,1.1677464576150404e-19
-3.973,8.227793777168139e-19,1.200942742979869e-19
-3.972,8.349272058430284e-19,1.2348791555060126e-19
-3.971,8.472512216222897e-19,1.2695704797299072e-19
-3.97,8.597539251711072e-19,1.3050317769106958e-19
-3.969,8.724378511061867e-19,1.3412783899821468e-19
-3.968,8.853055690029559e-19,1.37832594859018e-19
-3.967,8.98359683859857e-19,1.416190374217434e-19
-3.966,9.116028365684803e-19,1.4548878853963406e-19
-3.965,9.25037704389601e-19,1.4944350030121847e-19
-3.964,9.38667001435189e-19,1.5348485556976682e-19
-3.963,9.524934791564583e-19,1.5761456853205029e-19
-3.962,9.665199268380297e-19,1.618343852565596e-19
-3.961,9.807491720982697e-19,1.6614608426134143e-19
-3.96,9.951840813958823e-19,1.7055147709161326e-19
-3.959,1.0098275605428208e-18,1.7505240890732068e-19
-3.958,1.024682555223594e-18,1.7965075908080344e-19
-3.957,1.0397520515210365e-18,1.8434844180473906e-19
-3.956,1.0550390764486186e-18,1.8914740671053613e-19
-3.955,1.0705466984893688e-18,1.940496394973517e-19
-3.954,1.0862780281414828e-18,1.9905716257191014e-19
-3.953,1.1022362184706945e-18,2.0417203569930398e-19
-3.952,1.1184244656694852e-18,2.0939635666496002e-19
-3.951,1.1348460096232077e-18,2.147322619479565e-19
-3.95,1.1515041344832006e-18,2.2018192740588126e-19
-3.949,1.1684021692469734e-18,2.2574756897142286e-19
-3.948,1.1855434883455403e-18,2.3143144336089e-19
-3.947,1.2029315122379792e-18,2.372358487948582e-19
-3.946,1.2205697080133003e-18,2.431631257311454e-19
-3.945,1.2384615899997021e-18,2.4921565761032193e-19
-3.944,1.2566107203812972e-18,2.5539587161396266e-19
-3.943,1.2750207098223891e-18,2.617062394358539e-19
-3.942,1.293695218099385e-18,2.6814927806636973e-19
-3.941,1.3126379547404248e-18,2.7472755059023734e-19
-3.94,1.3318526796728147e-18,2.814436669979125e-19
-3.939,1.351343203878346e-18,2.883002850107923e-19
-3.938,1.3711133900565877e-18,2.9530011092049354e-19
-3.937,1.3911671532962402e-18,3.0244590044243134e-19
-3.936,1.411508461754632e-18,3.0974045958393366e-19
-3.935,1.432141337345455e-18,3.171866455271338e-19
-3.934,1.4530698564348185e-18,3.247873675268845e-19
-3.933,1.4742981505457194e-18,3.325455878239437e-19
-3.932,1.4958304070710118e-18,3.404643225736831e-19
-3.931,1.5176708699949714e-18,3.485466427905779e-19
-3.93,1.5398238406235427e-18,3.5679567530873724e-19
-3.929,1.5622936783233649e-18,3.652146037587419e-19
-3.928,1.5850848012696652e-18,3.738066695610573e-19
-3.927,1.6082016872031164e-18,3.825751729362964e-19
-3.926,1.6316488741957527e-18,3.9152347393261084e-19
-3.925,1.6554309614260358e-18,4.00654993470492e-19
-3.924,1.679552609963171e-18,4.099732144052703e-19
-3.923,1.7040185435607682e-18,4.194816826076035e-19
-3.922,1.7288335494599444e-18,4.2918400806225163e-19
-3.921,1.7540024792019657e-18,4.390838659854388e-19
-3.92,1.7795302494505286e-18,4.491849979611082e-19
-3.919,1.8054218428237796e-18,4.594912130963819e-19
-3.918,1.8316823087361712e-18,4.700063891965413e-19
-3.917,1.858316764250258e-18,4.807344739598479e-19
-3.916,1.8853303949385336e-18,4.916794861925329e-19
-3.915,1.9127284557554074e-18,5.028455170442855e-19
-3.914,1.940516271919431e-18,5.142367312645773e-19
-3.913,1.9686992398058665e-18,5.258573684801643e-19
-3.912,1.997282827849717e-18,5.377117444941151e-19
-3.911,2.0262725774593062e-18,5.498042526067172e-19
-3.91,2.0556741039405287e-18,5.621393649586225e-19
-3.909,2.0854930974318646e-18,5.747216338965931e-19
-3.908,2.1157353238502763e-18,5.875556933622215e-19
-3.907,2.1464066258480844e-18,6.006462603039988e-19
-3.906,2.1775129237809415e-18,6.139981361131151e-19
-3.905,2.209060216687004e-18,6.276162080833779e-19
-3.904,2.241054583277418e-18,6.415054508956479e-19
-3.903,2.2735021829382233e-18,6.556709281271868e-19
-3.902,2.3064092567437947e-18,6.701177937863304e-19
-3.901,2.3397821284819228e-18,6.848512938728968e-19
-3.9,2.3736272056906525e-18,6.998767679647513e-19
-3.899,2.4079509807069916e-18,7.151996508309564e-19
-3.898,2.4427600317275986e-18,7.308254740719385e-19
-3.897,2.4780610238815703e-18,7.467598677871141e-19
-3.896,2.513860710315435e-18,7.630085622704216e-19
-3.895,2.5501659332904757e-18,7.795773897342151e-19
-3.894,2.5869836252924928e-18,7.964722860619813e-19
-3.893,2.6243208101541225e-18,8.1369929259035e-19
-3.892,2.662184604189832e-18,8.312645579208741e-19
-3.891,2.7005822173437034e-18,8.4917433976206385e-19
-3.89,2.7395209543501287e-18,8.674350068021682e-19
-3.889,2.7790082159075323e-18,8.860530406132028e-19
-3.888,2.8190514998652347e-18,9.050350375867327e-19
-3.887,2.8596584024235888e-18,9.24387710901925e-19
-3.886,2.9008366193474958e-18,9.441178925263972e-19
-3.885,2.9425939471934263e-18,9.642325352503916e-19
-3.884,2.98493828455007e-18,9.847387147548197e-19
-3.883,3.0278776332927287e-18,1.0056436317137212e-18
-3.882,3.0714200998515786e-18,1.0269546139317018e-18
-3.881,3.115573896493922e-18,1.0486791185169114e-18
-3.88,3.1603473426205496e-18,1.0708247340901411e-18
-3.879,3.205748866076337e-18,1.0933991830306252e-18
-3.878,3.251787004475199e-18,1.1164103237591382e-18
-3.877,3.298470406539524e-18,1.1398661530589956e-18
