t/M,Re(Psi_4),Im(Psi_4)
-100.0,2.7222740370829213e-9,-1.2365890090585446e-10
-99.99,2.7237169518132676e-9,-1.2373738823021752e-10
-99.98,2.7251607763140405e-9,-1.2381593309384386e-10
-99.97,2.7266055115952732e-9,-1.238945358092672e-10
-99.96,2.7280511577635428e-9,-1.239731962690476e-10
-99.95,2.729497715982885e-9,-1.240519146705391e-10
-99.94,2.7309451862549483e-9,-1.2413069050666936e-10
-99.93,2.732393569924568e-9,-1.242095249200495e-10
-99.92,2.733842867433259e-9,-1.242884168632612e-10
-99.91,2.7352930792812095e-9,-1.243673670685981e-10
-99.9,2.7367442065434494e-9,-1.2444637512340514e-10
-99.89,2.738196249666548e-9,-1.245254413566655e-10
-99.88,2.739649209063331e-9,-1.2460456583977367e-10
-99.87,2.741103085677988e-9,-1.246837484637972e-10
-99.86,2.7425578801469066e-9,-1.2476298934284414e-10
-99.85,2.744013593379019e-9,-1.248422885068552e-10
-99.84,2.7454702256362658e-9,-1.2492164624151433e-10
-99.83,2.746927777224373e-9,-1.2500106233801884e-10
-99.82,2.7483862496458285e-9,-1.2508053680693242e-10
-99.81,2.7498456434778887e-9,-1.2516006972892832e-10
-99.8,2.751305958702708e-9,-1.2523966134368592e-10
-99.79,2.752767197122868e-9,-1.2531931141363964e-10
-99.78,2.754229358342312e-9,-1.2539902019355138e-10
-99.77,2.7556924435250216e-9,-1.2547878767538642e-10
-99.76,2.757156453340676e-9,-1.2555861402511152e-10
-99.75,2.7586213891195964e-9,-1.2563849866914408e-10
-99.74,2.760087249312197e-9,-1.257184430727084e-10
-99.73,2.7615540366805578e-9,-1.2579844582516025e-10
-99.72,2.7630217516700317e-9,-1.2587850756638034e-10
-99.71,2.764490394342128e-9,-1.2595862830464065e-10
-99.7,2.765959965736562e-9,-1.260388081144514e-10
-99.69,2.767430466625884e-9,-1.261190472088903e-10
-99.68,2.7689018971685794e-9,-1.2619934517478682e-10
-99.67,2.7703742584329487e-9,-1.2627970226205022e-10
-99.66,2.7718475512768957e-9,-1.2636011859895225e-10
-99.65,2.7733217759867266e-9,-1.2644059466994208e-10
-99.64,2.774796933466087e-9,-1.26521129808732e-10
-99.63,2.77627302425888e-9,-1.2660172449299726e-10
-99.62,2.7777500493166382e-9,-1.2668237832648967e-10
-99.61,2.77922800904816e-9,-1.2676309182925672e-10
-99.6,2.780706904192436e-9,-1.2684386493414608e-10
-99.59,2.782186735629942e-9,-1.2692469743140333e-10
-99.58,2.7836675037264625e-9,-1.2700558979066265e-10
-99.57,2.785149209015905e-9,-1.2708654140083212e-10
-99.56,2.786631853257205e-9,-1.2716755338709854e-10
-99.55,2.788115436133613e-9,-1.2724862496035734e-10
-99.54,2.789599958340309e-9,-1.2732975630753474e-10
-99.53,2.7910854210041977e-9,-1.274109474956376e-10
-99.52,2.7925718246806055e-9,-1.2749219865433908e-10
-99.51,2.794059169789813e-9,-1.2757350978742684e-10
-99.5,2.7955474573306176e-9,-1.2765488105066405e-10
-99.49,2.7970366878582326e-9,-1.277363125042081e-10
-99.48,2.7985268620558424e-9,-1.278178039546338e-10
-99.47,2.8000179805966426e-9,-1.2789935577937535e-10
-99.46,2.8015100446392734e-9,-1.279809675106708e-10
-99.45,2.8030030543237124e-9,-1.2806263972614376e-10
-99.44,2.8044970102295407e-9,-1.28144372341054e-10
-99.43,2.8059919135504703e-9,-1.2822616520660214e-10
-99.42,2.807487764674998e-9,-1.2830801864152191e-10
-99.41,2.808984564553423e-9,-1.2838993248881537e-10
-99.4,2.8104823133230494e-9,-1.2847190701519328e-10
-99.39,2.811981012322011e-9,-1.285539420083475e-10
-99.38,2.8134806620827615e-9,-1.286360380684665e-10
-99.37,2.8149812628996336e-9,-1.2871819417548903e-10
-99.36,2.8164828160786576e-9,-1.2880041129069026e-10
-99.35,2.81798532196504e-9,-1.288826894503517e-10
-99.34,2.8194887811690483e-9,-1.2896502823755675e-10
-99.33,2.820993194623056e-9,-1.2904742800299287e-10
-99.32,2.8224985629573526e-9,-1.2912988871083087e-10
-99.31,2.8240048868700903e-9,-1.292124103063247e-10
-99.3,2.825512166944753e-9,-1.2929499321985138e-10
-99.29,2.827020404111943e-9,-1.293776370970729e-10
-99.28,2.8285295999992355e-9,-1.2946034231823607e-10
-99.27,2.8300397519047713e-9,-1.2954310840420913e-10
-99.26,2.831550864341386e-9,-1.296259358907627e-10
-99.25,2.8330629362739877e-9,-1.2970882472226847e-10
-99.24,2.8345759688722182e-9,-1.2979177496040932e-10
-99.23,2.83608996256895e-9,-1.2987478662035563e-10
-99.22,2.837604918340034e-9,-1.299578597944174e-10
-99.21,2.839120836465866e-9,-1.3004099433539505e-10
-99.2,2.8406377181573063e-9,-1.3012419056092884e-10
-99.19,2.8421555636686963e-9,-1.3020744828535594e-10
-99.18,2.8436743739985975e-9,-1.3029076803544115e-10
-99.17,2.845194149771682e-9,-1.3037414925108178e-10
-99.16,2.8467148916886694e-9,-1.3045759233895658e-10
-99.15,2.8482366004728043e-9,-1.3054109723836456e-10
-99.14,2.849759276923891e-9,-1.3062466394835236e-10
-99.13,2.8512829215978725e-9,-1.3070829262771154e-10
-99.12,2.852807535274906e-9,-1.3079198344171743e-10
-99.11,2.854333118788303e-9,-1.308757360960653e-10
-99.1,2.8558596718831822e-9,-1.3095955076133232e-10
-99.09,2.8573871976325604e-9,-1.310434279014561e-10
-99.08,2.858915694493536e-9,-1.311273670819527e-10
-99.07,2.8604451639535378e-9,-1.3121136853211362e-10
-99.06,2.8619756066810947e-9,-1.312954322101868e-10
-99.05,2.863507023619064e-9,-1.3137955808626716e-10
