t/M,Re(Psi_4),Im(Psi_4)
-100.0,2.716651516861011e-9,-1.952373063418129e-10
-99.99,2.7180902788745754e-9,-1.9536117916936159e-10
-99.98,2.71952994671987e-9,-1.95485142874515e-10
-99.97,2.720970522707615e-9,-1.9560919563451517e-10
-99.96,2.7224120062747553e-9,-1.957333427800245e-10
-99.95,2.723854397043687e-9,-1.9585757759854675e-10
-99.94,2.7252976973467224e-9,-1.9598190664399263e-10
-99.93,2.726741911394189e-9,-1.961063347124714e-10
-99.92,2.728187029799314e-9,-1.962308375330784e-10
-99.91,2.729633060109495e-9,-1.9635544167564054e-10
-99.9,2.7310800027715576e-9,-1.9648013421369848e-10
-99.89,2.732527858611462e-9,-1.9660491976507757e-10
-99.88,2.7339766273676567e-9,-1.967297974293255e-10
-99.87,2.7354263087336678e-9,-1.9685476678882572e-10
-99.86,2.7368769037015824e-9,-1.9697982771583048e-10
-99.85,2.738328414353146e-9,-1.9710498163665062e-10
-99.84,2.7397808544701693e-9,-1.9723023256183204e-10
-99.83,2.7412341862232864e-9,-1.9735556601944752e-10
-99.82,2.7426884460430617e-9,-1.9748099416238736e-10
-99.81,2.744143625408775e-9,-1.9760651779927226e-10
-99.8,2.745599720677383e-9,-1.9773213130123968e-10
-99.79,2.7470567348477246e-9,-1.978578385109524e-10
-99.78,2.7485146711705776e-9,-1.9798363866909282e-10
-99.77,2.7499735270497338e-9,-1.981095287742055e-10
-99.76,2.751433302959716e-9,-1.9823551402753083e-10
-99.75,2.752894005602709e-9,-1.9836159064622255e-10
-99.74,2.7543556197175066e-9,-1.9848776166181325e-10
-99.73,2.7558181645913865e-9,-1.9861402569213954e-10
-99.72,2.7572816367653177e-9,-1.987403843775546e-10
-99.71,2.7587460216195207e-9,-1.9886683059365398e-10
-99.7,2.7602113381147095e-9,-1.9899337324459093e-10
-99.69,2.7616775841955265e-9,-1.9912001008120463e-10
-99.68,2.763144749836112e-9,-1.9924673800087968e-10
-99.67,2.764612845862182e-9,-1.99373560830215e-10
-99.66,2.7660818642125794e-9,-1.9950047461369715e-10
-99.65,2.767551819046543e-9,-1.9962748488750016e-10
-99.64,2.76902270151738e-9,-1.9975458892497013e-10
-99.63,2.7704945093945555e-9,-1.998817852595401e-10
-99.62,2.7719672541136075e-9,-2.0000907556886499e-10
-99.61,2.773440925553874e-9,-2.00136460290353e-10
-99.6,2.77491552703231e-9,-2.0026393730151574e-10
-99.59,2.776391068357775e-9,-2.003915110160495e-10
-99.58,2.7778675377447883e-9,-2.0051917686552414e-10
-99.57,2.7793449280986235e-9,-2.0064693393972606e-10
-99.56,2.7808232785567304e-9,-2.007747919935539e-10
-99.55,2.7823025533052592e-9,-2.0090274114367168e-10
-99.54,2.783782763049517e-9,-2.0103078608036595e-10
-99.53,2.7852639082083258e-9,-2.0115892218592085e-10
-99.52,2.7867459929294492e-9,-2.0128715526354742e-10
-99.51,2.788229014699564e-9,-2.014154821042694e-10
-99.5,2.7897129765799505e-9,-2.015439042758865e-10
-99.49,2.791197874850997e-9,-2.016724222319081e-10
-99.48,2.792683717256445e-9,-2.0180101797780242e-10
-99.47,2.7941704987848694e-9,-2.0192973925422342e-10
-99.46,2.7956582187495885e-9,-2.0205854227405592e-10
-99.45,2.7971468814811953e-9,-2.021874366334938e-10
-99.44,2.7986364883857898e-9,-2.023164302656685e-10
-99.43,2.8001270401343345e-9,-2.0244551844390662e-10
-99.42,2.8016185335973183e-9,-2.0257470164568883e-10
-99.41,2.803110973040703e-9,-2.0270397824884133e-10
-99.4,2.804604358414234e-9,-2.0283335226809506e-10
