t/M,Re(Psi_4),Im(Psi_4)
-100.0,2.7259132270373532e-9,-2.195571856475394e-11
-99.99,2.7273588306336397e-9,-2.1969657382671143e-11
-99.98,2.7288053462752537e-9,-2.198360646475949e-11
-99.97,2.7302527747879864e-9,-2.1997565804978437e-11
-99.96,2.7317011166578375e-9,-2.2011535418710277e-11
-99.95,2.7331503726531417e-9,-2.2025515286319754e-11
-99.94,2.734600543229397e-9,-2.203950541922953e-11
-99.93,2.7360516293757072e-9,-2.2053505864763678e-11
-99.92,2.73750363158968e-9,-2.2067516602097354e-11
-99.91,2.7389565503401217e-9,-2.2081537669213406e-11
-99.9,2.7404103868339665e-9,-2.2095569040403674e-11
-99.89,2.74186514134354e-9,-2.210961071775715e-11
-99.88,2.743320814634228e-9,-2.2123662735996992e-11
-99.87,2.744777407271011e-9,-2.213772510509317e-11
-99.86,2.7462349200839364e-9,-2.2151797820587798e-11
-99.85,2.7476933537607765e-9,-2.216588087954689e-11
-99.84,2.749152708819379e-9,-2.217997427155991e-11
-99.83,2.7506129858982266e-9,-2.2194078145430654e-11
-99.82,2.752074185879586e-9,-2.220819234692843e-11
-99.81,2.7535363093682014e-9,-2.2222316958569598e-11
-99.8,2.7549993567968615e-9,-2.223645197325185e-11
-99.79,2.756463329466219e-9,-2.2250597377261283e-11
-99.78,2.757928227408325e-9,-2.226475318657067e-11
-99.77,2.7593940515677004e-9,-2.2278919452463148e-11
-99.76,2.760860802609373e-9,-2.2293096127255532e-11
-99.75,2.7623284816951005e-9,-2.230728325324834e-11
-99.74,2.7637970879646013e-9,-2.232148089769856e-11
-99.73,2.7652666236597843e-9,-2.2335688952631883e-11
-99.72,2.7667370890468956e-9,-2.234990749634242e-11
-99.71,2.7682084845827636e-9,-2.2364136483067753e-11
-99.7,2.7696808111314065e-9,-2.2378375998115315e-11
-99.69,2.771154069314627e-9,-2.239262599153388e-11
-99.68,2.772628259735237e-9,-2.2406886486486954e-11
-99.67,2.774103383143578e-9,-2.2421157519089992e-11
-99.66,2.7755794404301716e-9,-2.2435439019831457e-11
-99.65,2.7770564317672676e-9,-2.2449731141254202e-11
-99.64,2.7785343583411256e-9,-2.2464033763723446e-11
-99.63,2.7800132205020602e-9,-2.247834696483445e-11
-99.62,2.7814930193255706e-9,-2.249267070059833e-11
-99.61,2.7829737551242436e-9,-2.2507004997719235e-11
-99.6,2.784455428686721e-9,-2.2521349905735878e-11
-99.59,2.785938040803588e-9,-2.2535705347168927e-11
-99.58,2.787421592068507e-9,-2.255007141433053e-11
-99.57,2.788906082981872e-9,-2.2564448097649747e-11
-99.56,2.7903915147408134e-9,-2.2578835386238824e-11
-99.55,2.7918778876707297e-9,-2.259323327238127e-11
-99.54,2.79336520242556e-9,-2.2607641826627747e-11
-99.53,2.7948534598888077e-9,-2.2622060974250652e-11
-99.52,2.796342660716701e-9,-2.2636490779012714e-11
-99.51,2.797832805375453e-9,-2.265093126109492e-11
-99.5,2.799323894822598e-9,-2.2665382443021768e-11
-99.49,2.8008159296104535e-9,-2.267984429397042e-11
-99.48,2.8023089104377906e-9,-2.269431678711811e-11
-99.47,2.803802838027927e-9,-2.2708800005616935e-11
-99.46,2.8052977133835816e-9,-2.2723293884428876e-11
-99.45,2.8067935366960794e-9,-2.2737798521605718e-11
-99.44,2.8082903087865657e-9,-2.2752313867407078e-11
-99.43,2.8097880305948986e-9,-2.276683993039659e-11
-99.42,2.8112867026069655e-9,-2.278137673671813e-11
-99.41,2.81278632566982e-9,-2.279592426350586e-11
-99.4,2.814286900147606e-9,-2.281048260352918e-11
-99.39,2.8157884270489423e-9,-2.282505165567829e-11
-99.38,2.8172909071481294e-9,-2.2839631540524095e-11
-99.37,2.818794340856667e-9,-2.28542221505598e-11
-99.36,2.820298729123546e-9,-2.2868823593315392e-11
-99.35,2.821804072525662e-9,-2.2883435841686066e-11
-99.34,2.823310371740095e-9,-2.2898058858768003e-11
-99.33,2.8248176275435178e-9,-2.2912692731355853e-11
-99.32,2.8263258406021624e-9,-2.2927337396297313e-11
-99.31,2.8278350116607714e-9,-2.294199295033598e-11
-99.3,2.829345141275199e-9,-2.295665933395562e-11
-99.29,2.8308562304118316e-9,-2.2971336563581424e-11
-99.28,2.832368279640855e-9,-2.2986024748375638e-11
-99.27,2.8338812895263174e-9,-2.30007236174316e-11
-99.26,2.8353952610320885e-9,-2.301543348619918e-11
-99.25,2.836910194619627e-9,-2.3030154205576938e-11
-99.24,2.838426091204884e-9,-2.304488586827928e-11
-99.23,2.839942951372737e-9,-2.3059628417555737e-11
-99.22,2.841460775864729e-9,-2.307438192798722e-11
-99.21,2.842979565403989e-9,-2.3089146336149107e-11
-99.2,2.8444993207540803e-9,-2.310392169890296e-11
-99.19,2.8460200425351496e-9,-2.311870796457738e-11
-99.18,2.8475417314189824e-9,-2.3133505258983586e-11
-99.17,2.8490643882223806e-9,-2.3148313457815916e-11
-99.16,2.850588013635553e-9,-2.3163132666908432e-11
-99.15,2.852112608278476e-9,-2.3177962841605234e-11
-99.14,2.8536381730817664e-9,-2.3192804032672328e-11
-99.13,2.855164708538136e-9,-2.320765619585015e-11
-99.12,2.856692215472689e-9,-2.3222519398245778e-11
-99.11,2.8582206946102577e-9,-2.3237393645144823e-11
-99.1,2.8597501466449722e-9,-2.325227877285892e-11
-99.09,2.8612805721783344e-9,-2.3267175163068213e-11
-99.08,2.8628119720460278e-9,-2.328208250522559e-11
-99.07,2.8643443469817253e-9,-2.3297000905044325e-11
-99.06,2.8658776976839825e-9,-2.33119303662031e-11
-99.05,2.8674120249921248e-9,-2.3326870837775217e-11
-99.04,2.868947329292604e-9,-2.3341822524317335e-11
-99.03,2.870483611545444e-9,-2.3356785241693728e-11
-99.02,2.872020872450364e-9,-2.3371759078001852e-11
-99.01,2.873559112705632e-9,-2.3386744032102838e-11
-99.0,2.8750983330398237e-9,-2.340174011859601e-11
-98.99,2.8766385342389677e-9,-2.3416747305193962e-11
-98.98,2.8781797169843684e-9,-2.3431765656754072e-11
-98.97,2.8797218819006482e-9,-2.3446795138515984e-11
-98.96,2.881265029857043e-9,-2.3461835809092704e-11
-98.95,2.882809161464223e-9,-2.34768876488398e-11
