t/M,Re(Psi_4),Im(Psi_4)
-100.0,-6.076471513732299e-10,-6.222490567197548e-12
-99.99,-6.07976224770239e-10,-6.226531309337989e-12
-99.98,-6.083055101579911e-10,-6.230575103628294e-12
-99.97,-6.086350076983449e-10,-6.234621879807515e-12
-99.96,-6.089647176540969e-10,-6.238671711276314e-12
-99.95,-6.092946399812824e-10,-6.2427246051480475e-12
-99.94,-6.096247748574968e-10,-6.246780569818515e-12
-99.93,-6.099551229452568e-10,-6.2508394336346695e-12
-99.92,-6.10285683620878e-10,-6.254901581161181e-12
-99.91,-6.106164575815833e-10,-6.258966671452739e-12
-99.9,-6.109474447121661e-10,-6.263034836457227e-12
-99.89,-6.11278645307491e-10,-6.267106062326876e-12
-99.88,-6.116100596261303e-10,-6.271180342495657e-12
-99.87,-6.119416875605774e-10,-6.27525768374287e-12
-99.86,-6.122735294764017e-10,-6.279338138462622e-12
-99.85,-6.126055854018119e-10,-6.283421565131249e-12
-99.84,-6.129378552185201e-10,-6.28750790524494e-12
-99.83,-6.132703404481915e-10,-6.291597735777756e-12
-99.82,-6.136030395930119e-10,-6.295690517197486e-12
-99.81,-6.139359534715416e-10,-6.29978629536362e-12
-99.8,-6.142690822727956e-10,-6.303885236383007e-12
-99.79,-6.146024261233585e-10,-6.307987158181289e-12
-99.78,-6.149359850896423e-10,-6.312092217953059e-12
-99.77,-6.152697594897755e-10,-6.316200414457668e-12
-99.76,-6.156037494127873e-10,-6.320311677681406e-12
-99.75,-6.159379548472723e-10,-6.324426031834978e-12
-99.74,-6.1627237649472e-10,-6.328543486245852e-12
-99.73,-6.166070139556525e-10,-6.332664050451663e-12
-99.72,-6.169418675718224e-10,-6.336787682116708e-12
-99.71,-6.172769374915928e-10,-6.340914484237721e-12
-99.7,-6.176122239114828e-10,-6.345044371865048e-12
-99.69,-6.179477269930196e-10,-6.349177266020554e-12
-99.68,-6.182834469969248e-10,-6.353313483043179e-12
-99.67,-6.18619383852115e-10,-6.3574527218453845e-12
-99.66,-6.189555378490898e-10,-6.361594989712948e-12
