M omega,Re(tilde_Psi_4),Im(tilde_Psi_4)
-4.0,1.658055870591236e-20,-1.075387513882225e-20
-3.999,1.679508897582908e-20,-1.0893384418362045e-20
-3.998,1.7012399606829052e-20,-1.103469953145669e-20
-3.997,1.7232526696199952e-20,-1.1177843798460688e-20
-3.996,1.745550681073715e-20,-1.1322840840130291e-20
-3.995,1.7681376992862097e-20,-1.1469714581482576e-20
-3.994,1.791017476682056e-20,-1.1618489255703956e-20
-3.993,1.8141938144961815e-20,-1.1769189408108738e-20
-3.992,1.837670563409983e-20,-1.1921839900148388e-20
-3.991,1.8614516241957485e-20,-1.2076465913472124e-20
-3.99,1.885540948369499e-20,-1.2233092954039519e-20
-3.989,1.9099425388523507e-20,-1.2391746856285767e-20
-3.988,1.9346604506405172e-20,-1.2552453787340266e-20
-3.987,1.95969879148406e-20,-1.271524025129924e-20
-3.986,1.9850617225745032e-20,-1.288013309355304e-20
-3.985,2.0107534592414302e-20,-1.3047159505168869e-20
-3.984,2.0367782716581752e-20,-1.3216347027329596e-20
-3.983,2.0631404855567333e-20,-1.3387723555829407e-20
-3.982,2.0898444829520094e-20,-1.3561317345627e-20
-3.981,2.116894702875523e-20,-1.373715701545706e-20
-3.98,2.144295642118701e-20,-1.3915271552500778e-20
-3.979,2.1720518559858737e-20,-1.409569031711612e-20
-3.978,2.2001679590571145e-20,-1.4278443047628662e-20
-3.977,2.2286486259610362e-20,-1.4463559865183744e-20
-3.976,2.257498592157687e-20,-1.465107127866069e-20
-3.975,2.286722654731674e-20,-1.4841008189649943e-20
-3.974,2.316325673195645e-20,-1.5033401897493885e-20
-3.973,2.3463125703042693e-20,-1.5228284104392157e-20
-3.972,2.3766883328788527e-20,-1.5425686920572305e-20
-3.971,2.407458012642724e-20,-1.5625642869526573e-20
-3.97,2.4386267270675376e-20,-1.5828184893315722e-20
-3.969,2.4701996602306327e-20,-1.6033346357940675e-20
-3.968,2.5021820636835952e-20,-1.6241161058782918e-20
-3.967,2.534579257332167e-20,-1.6451663226114452e-20
-3.966,2.567396630327653e-20,-1.666488753067828e-20
-3.965,2.600639641969978e-20,-1.688086908934023e-20
-3.964,2.6343138226225403e-20,-1.709964347081311e-20
-3.963,2.668424774639022e-20,-1.732124670145404e-20
-3.962,2.7029781733023126e-20,-1.7545715271135963e-20
-3.961,2.7379797677756977e-20,-1.7773086139194225e-20
-3.96,2.7734353820664827e-20,-1.8003396740449214e-20
-3.959,2.809350916002208e-20,-1.823668499130602e-20
-3.958,2.845732346219625e-20,-1.847298929593208e-20
-3.957,2.882585727166589e-20,-1.8712348552513832e-20
-3.956,2.91991719211706e-20,-1.8954802159593353e-20
-3.955,2.95773295419936e-20,-1.9200390022486038e-20
-3.954,2.996039307437869e-20,-1.9449152559780295e-20
-3.953,3.034842627808347e-20,-1.9701130709920377e-20
-3.952,3.0741493743070407e-20,-1.995636593787333e-20
-3.951,3.113966090033766e-20,-2.0214900241881192e-20
-3.95,3.154299403289155e-20,-2.0476776160299505e-20
-3.949,3.1951560286862385e-20,-2.0742036778523216e-20
-3.948,3.2365427682765666e-20,-2.1010725736001123e-20
-3.947,3.278466512691043e-20,-2.1282887233339966e-20
-3.946,3.320934242295682e-20,-2.1558566039499308e-20
-3.945,3.3639530283624704e-20,-2.1837807499078376e-20
-3.944,3.4075300342555373e-20,-2.2120657539696e-20
-3.943,3.451672516632835e-20,-2.2407162679464898e-20
-3.942,3.4963878266635274e-20,-2.2697370034561412e-20
-3.941,3.5416834112612987e-20,-2.2991327326892018e-20
-3.94,3.587566814333787e-20,-2.328908289185776e-20
-3.939,3.6340456780483555e-20,-2.35906856862179e-20
