t/M,Re(Psi_4),Im(Psi_4)
-100.0,-6.076897814047414e-10,-1.2676012500786063e-12
-99.99,-6.080188870655995e-10,-1.2684244253888541e-12
-99.98,-6.083482046946704e-10,-1.2692481971904754e-12
-99.97,-6.086777345773882e-10,-1.2700726005761306e-12
-99.96,-6.090074768691648e-10,-1.270897620457808e-12
-99.95,-6.093374315900207e-10,-1.27172325836209e-12
-99.94,-6.096675988511704e-10,-1.2725495090905883e-12
-99.93,-6.09997979336029e-10,-1.2733763845480583e-12
-99.92,-6.103285725105881e-10,-1.2742038988342238e-12
-99.91,-6.106593789134296e-10,-1.2750320325287005e-12
-99.9,-6.109903986058285e-10,-1.2758607681307915e-12
-99.89,-6.113216317288092e-10,-1.2766901420514587e-12
-99.88,-6.116530785682344e-10,-1.2775201295856519e-12
-99.87,-6.119847391205235e-10,-1.2783507587159091e-12
-99.86,-6.123166136544695e-10,-1.2791820105795538e-12
-99.85,-6.126487022314717e-10,-1.2800138470880542e-12
-99.84,-6.12981004856805e-10,-1.280846329648611e-12
-99.83,-6.133135226598339e-10,-1.2816794691842986e-12
-99.82,-6.136462545295743e-10,-1.2825132539130367e-12
-99.81,-6.139792011733828e-10,-1.283347629674713e-12
-99.8,-6.143123627763727e-10,-1.2841826347391769e-12
-99.79,-6.146457394584294e-10,-1.285018274543969e-12
-99.78,-6.149793312744873e-10,-1.2858545453992192e-12
-99.77,-6.153131385332512e-10,-1.2866914509433006e-12
-99.76,-6.156471613709355e-10,-1.2875289770945539e-12
-99.75,-6.159813997341414e-10,-1.2883671315534316e-12
-99.74,-6.163158543386084e-10,-1.2892059262264417e-12
-99.73,-6.166505248031601e-10,-1.2900453421759527e-12
-99.72,-6.169854113979337e-10,-1.2908854020211085e-12
-99.71,-6.173205143865566e-10,-1.291726099414539e-12
-99.7,-6.176558338735233e-10,-1.2925674290300572e-12
-99.69,-6.179913700989673e-10,-1.2934093556304858e-12
-99.68,-6.183271231680894e-10,-1.2942519576072695e-12
-99.67,-6.186630932040274e-10,-1.2950951862120859e-12
-99.66,-6.189992804215015e-10,-1.2959390519581876e-12
-99.65,-6.193356849981685e-10,-1.2967835529938315e-12
-99.64,-6.196723069850211e-10,-1.2976286900534593e-12
-99.63,-6.200091466802105e-10,-1.2984744779976597e-12
-99.62,-6.203462042663013e-10,-1.2993209018575923e-12
-99.61,-6.206834797781131e-10,-1.3001679346961658e-12
-99.6,-6.210209734815898e-10,-1.3010156296226536e-12
-99.59,-6.213586853211057e-10,-1.3018639657214999e-12
-99.58,-6.216966158000851e-10,-1.3027129456899723e-12
-99.57,-6.220347648316653e-10,-1.3035625754917726e-12
-99.56,-6.223731327541332e-10,-1.3044128219199563e-12
-99.55,-6.227117195683656e-10,-1.305263697051969e-12
-99.54,-6.23050525591524e-10,-1.306115247423909e-12
-99.53,-6.233895507428122e-10,-1.30696742906362e-12
-99.52,-6.237287954608307e-10,-1.307820239801613e-12
-99.51,-6.240682597746639e-10,-1.3086737382934926e-12
-99.5,-6.244079439391957e-10,-1.3095278261819928e-12
-99.49,-6.247478480818906e-10,-1.3103825840260234e-12
-99.48,-6.250879722254754e-10,-1.3112380005471533e-12
-99.47,-6.254283167357319e-10,-1.3120940633282166e-12
-99.46,-6.2576888162938e-10,-1.3129507324843455e-12
-99.45,-6.261096671130445e-10,-1.3138080937948123e-12
-99.44,-6.264506734532472e-10,-1.314666108232003e-12
-99.43,-6.267919006697984e-10,-1.3155247332776813e-12
-99.42,-6.271333490707331e-10,-1.316384021483818e-12
-99.41,-6.274750186448082e-10,-1.3172439734958811e-12
-99.4,-6.27816909730074e-10,-1.318104573020797e-12
-99.39,-6.281590223000086e-10,-1.318965824287673e-12
-99.38,-6.285013569784744e-10,-1.3198276844900514e-12
-99.37,-6.288439132148276e-10,-1.3206902563142005e-12
-99.36,-6.291866916339979e-10,-1.3215534700475763e-12
-99.35,-6.295296924842907e-10,-1.3224173073511018e-12
-99.34,-6.298729156611144e-10,-1.3232818294733072e-12
-99.33,-6.3021636148644e-10,-1.324146994980364e-12
-99.32,-6.305600300850027e-10,-1.3250127917094915e-12
-99.31,-6.309039215521556e-10,-1.3258792735679001e-12
-99.3,-6.312480361933343e-10,-1.326746413180098e-12
-99.29,-6.315923741166746e-10,-1.3276141782036736e-12
-99.28,-6.319369350779001e-10,-1.3284826361835686e-12
-99.27,-6.322817204477503e-10,-1.3293517111500574e-12
-99.26,-6.326267291083556e-10,-1.330221477105591e-12
-99.25,-6.329719618272858e-10,-1.3310918968024447e-12
-99.24,-6.333174185870182e-10,-1.3319629695699418e-12
-99.23,-6.336630996779439e-10,-1.3328346965035433e-12
-99.22,-6.340090052132655e-10,-1.3337071068614904e-12
-99.21,-6.343551353429724e-10,-1.3345801549672307e-12
-99.2,-6.347014903127044e-10,-1.3354538805086749e-12
-99.19,-6.350480701743802e-10,-1.3363282523498212e-12
-99.18,-6.353948752645387e-10,-1.3372032981036956e-12
-99.17,-6.357419055873111e-10,-1.3380789847346953e-12
-99.16,-6.360891613457963e-10,-1.3389553554476414e-12
-99.15,-6.364366427874712e-10,-1.3398323987672809e-12
-99.14,-6.367843500408758e-10,-1.3407101029472598e-12
-99.13,-6.371322832054478e-10,-1.3415884931760553e-12
-99.12,-6.374804426195809e-10,-1.3424675087769986e-12
-99.11,-6.378288283112907e-10,-1.343347219380939e-12
-99.1,-6.381774405879632e-10,-1.3442275592557175e-12
-99.09,-6.385262792379809e-10,-1.3451086215319022e-12
-99.08,-6.388753448886476e-10,-1.345990312272225e-12
-99.07,-6.392246375276398e-10,-1.346872675488881e-12
-99.06,-6.395741573200937e-10,-1.347755741852779e-12
-99.05,-6.399239043731556e-10,-1.3486394394204136e-12
-99.04,-6.402738791906344e-10,-1.3495238174890499e-12
-99.03,-6.406240814834385e-10,-1.3504088655428748e-12
