t/M,Re(Psi_4),Im(Psi_4)
-100.0,-6.076270487348139e-10,-7.143950493197705e-12
-99.99,-6.079561063696421e-10,-7.148589533741197e-12
-99.98,-6.08285375928103e-10,-7.153232076986172e-12
-99.97,-6.086148576708615e-10,-7.157878046771203e-12
-99.96,-6.089445518229637e-10,-7.162527480635611e-12
-99.95,-6.09274458275678e-10,-7.167180476169459e-12
-99.94,-6.096045772868969e-10,-7.171836976730523e-12
-99.93,-6.099349095022337e-10,-7.176496757870724e-12
-99.92,-6.102654543098759e-10,-7.1811603774148406e-12
-99.91,-6.105962123590515e-10,-7.18582739630309e-12
-99.9,-6.109271836094567e-10,-7.1904979228579905e-12
-99.89,-6.112583682203559e-10,-7.195171932591802e-12
-99.88,-6.115897666337723e-10,-7.199849477912792e-12
-99.87,-6.119213786125803e-10,-7.204530550984483e-12
-99.86,-6.122532045373313e-10,-7.209215148961722e-12
-99.85,-6.125852444651068e-10,-7.21390317464566e-12
-99.84,-6.129174981974443e-10,-7.218594480038135e-12
-99.83,-6.132499675892379e-10,-7.223289937080531e-12
-99.82,-6.135826506503996e-10,-7.227988730634922e-12
-99.81,-6.139155484921376e-10,-7.232690944205132e-12
-99.8,-6.142486612409953e-10,-7.237396789124432e-12
-99.79,-6.145819889964403e-10,-7.2421060240018885e-12
-99.78,-6.149155319102107e-10,-7.246818918336349e-12
-99.77,-6.152492902084178e-10,-7.251535369100476e-12
-99.76,-6.155832640053364e-10,-7.256255362263163e-12
-99.75,-6.159174533502097e-10,-7.260978899588124e-12
-99.74,-6.162518588442597e-10,-7.2657060555280705e-12
-99.73,-6.165864801600505e-10,-7.270436685634109e-12
-99.72,-6.169213175664272e-10,-7.2751708550321586e-12
-99.71,-6.172563713378229e-10,-7.279908703067094e-12
-99.7,-6.175916415443607e-10,-7.284650126805813e-12
-99.69,-6.179271283661858e-10,-7.289394874260544e-12
-99.68,-6.182628321756735e-10,-7.294143495010987e-12
-99.67,-6.185987527684235e-10,-7.298895613608556e-12
-99.66,-6.189348905091557e-10,-7.303651248504628e-12
-99.65,-6.192712456743674e-10,-7.308410631929831e-12
-99.64,-6.196078181169028e-10,-7.313173499735772e-12
-99.63,-6.199446081555412e-10,-7.317939929456105e-12
-99.62,-6.202816162266565e-10,-7.322709989994784e-12
-99.61,-6.206188420581978e-10,-7.327483619098948e-12
-99.6,-6.209562861348931e-10,-7.332261017587e-12
-99.59,-6.212939480999821e-10,-7.337041754576162e-12
-99.58,-6.216318288529889e-10,-7.34182621168511e-12
-99.57,-6.219699281252136e-10,-7.346614732252425e-12
-99.56,-6.223082460329945e-10,-7.351406030278841e-12
-99.55,-6.226467829715863e-10,-7.356201409772285e-12
-99.54,-6.229855390259354e-10,-7.361000304785301e-12
-99.53,-6.233245141433455e-10,-7.365802896135015e-12
-99.52,-6.23663708829092e-10,-7.370609058702592e-12
-99.51,-6.240031230613613e-10,-7.375418914592524e-12
-99.5,-6.243427570781319e-10,-7.380232289789098e-12
-99.49,-6.246826110220782e-10,-7.385049374585734e-12
-99.48,-6.250226847884312e-10,-7.389870086088489e-12
-99.47,-6.253629792209009e-10,-7.394694545190999e-12
-99.46,-6.257034937388724e-10,-7.39952253871984e-12
-99.45,-6.260442288684222e-10,-7.40435420168644e-12
-99.44,-6.263851848334235e-10,-7.409189516856483e-12
-99.43,-6.267263616208629e-10,-7.414028513305949e-12
-99.42,-6.270677595149677e-10,-7.41887117856105e-12
-99.41,-6.274093785778036e-10,-7.423717462496254e-12
-99.4,-6.277512190728835e-10,-7.428567426574974e-12
-99.39,-6.28093281007851e-10,-7.43342126544107e-12
-99.38,-6.284355650093053e-10,-7.438278308394596e-12
-99.37,-6.287780705203911e-10,-7.443139364163421e-12
-99.36,-6.29120798225191e-10,-7.448004073881878e-12
-99.35,-6.294637482597158e-10,-7.452872353467001e-12
-99.34,-6.298069206069962e-10,-7.457744383874903e-12
-99.33,-6.301503155301551e-10,-7.462620071276032e-12
-99.32,-6.304939331854981e-10,-7.467499451750119e-12
-99.31,-6.30837773680591e-10,-7.472382562714616e-12
-99.3,-6.311818372566338e-10,-7.477269390477733e-12
-99.29,-6.31526124152551e-10,-7.482159831745346e-12
-99.28,-6.318706339415282e-10,-7.487054077622968e-12
-99.27,-6.322153682061082e-10,-7.491951886747843e-12
-99.26,-6.325603256689602e-10,-7.496853518606109e-12
-99.25,-6.329055071289224e-10,-7.501758891779717e-12
-99.24,-6.33250912605524e-10,-7.50666789926526e-12
-99.23,-6.335965423962844e-10,-7.511580663239353e-12
-99.22,-6.339423965179293e-10,-7.516497131334317e-12
-99.21,-6.342884751548257e-10,-7.521417329626342e-12
-99.2,-6.346347786607845e-10,-7.526341211001271e-12
-99.19,-6.349813070794352e-10,-7.531268832705412e-12
-99.18,-6.353280605597612e-10,-7.536200287996725e-12
-99.17,-6.356750392401515e-10,-7.541135397660161e-12
-99.16,-6.360222434014195e-10,-7.546074249956838e-12
-99.15,-6.363696731588231e-10,-7.55101697907975e-12
-99.14,-6.367173286616468e-10,-7.555963266950377e-12
-99.13,-6.370652100060133e-10,-7.560913476576814e-12
-99.12,-6.374133176323875e-10,-7.565867340823289e-12
-99.11,-6.377616514403171e-10,-7.57082489571858e-12
-99.1,-6.381102117780627e-10,-7.575786240922078e-12
-99.09,-6.384589984597534e-10,-7.58075149147305e-12
-99.08,-6.388080120929625e-10,-7.58572047711723e-12
-99.07,-6.391572526754919e-10,-7.590693112260982e-12
-99.06,-6.395067203518467e-10,-7.595669650296516e-12
-99.05,-6.398564152798835e-10,-7.60064979863024e-12
-99.04,-6.402063378699137e-10,-7.605633805320489e-12
-99.03,-6.40556487925754e-10,-7.610621623510995e-12
-99.02,-6.4090686586559e-10,-7.615613193302674e-12
-99.01,-6.41257471819004e-10,-7.620608534736703e-12
-99.0,-6.416083057852515e-10,-7.6256077898648e-12
-98.99,-6.419593680857643e-10,-7.630610902862627e-12
-98.98,-6.423106590211247e-10,-7.635617518407984e-12
-98.97,-6.426621785634856e-10,-7.640628127084704e-12
-98.96,-6.430139269167248e-10,-7.645642488838895e-12
-98.95,-6.433659042794106e-10,-7.65066075368371e-12
-98.94,-6.437181108571264e-10,-7.655682778918197e-12
-98.93,-6.440705468010814e-10,-7.660708564144935e-12
-98.92,-6.444232123091102e-10,-7.665738131685814e-12
-98.91,-6.447761072827796e-10,-7.670771577115495e-12
-98.9,-6.451292326056044e-10,-7.675808599420318e-12
-98.89,-6.454825875050892e-10,-7.680850020964404e-12
-98.88,-6.458361728892199e-10,-7.685894958318304e-12
-98.87,-6.46189988593624e-10,-7.69094380156296e-12
-98.86,-6.46544034844805e-10,-7.695996418404842e-12
-98.85,-6.468983118863116e-10,-7.701052896171776e-12
-98.84,-6.472528197927855e-10,-7.706113207860885e-12
-98.83,-6.476075589105167e-10,-7.711177325248185e-12
-98.82,-6.479625291182229e-10,-7.716245380882e-12
-98.81,-6.483177310733942e-10,-7.721317117879628e-12
-98.8,-6.486731642798847e-10,-7.726392951425285e-12
-98.79,-6.490288293634617e-10,-7.731472603429795e-12
-98.78,-6.493847266676766e-10,-7.736556049134995e-12
-98.77,-6.497408558139145e-10,-7.741643376156124e-12
-98.76,-6.500972173732296e-10,-7.746734566222992e-12
-98.75,-6.504538114675911e-10,-7.751829698803635e-12
-98.74,-6.508106382311962e-10,-7.756928612524229e-12
-98.73,-6.511676977876106e-10,-7.762031499222974e-12
-98.72,-6.515249902441522e-10,-7.767138419132347e-12
-98.71,-6.518825161881398e-10,-7.772248821527172e-12
-98.7,-6.522402754154095e-10,-7.777363317947875e-12
-98.69,-6.525982681727166e-10,-7.782481624396312e-12
-98.68,-6.529564945716235e-10,-7.787604035113046e-12
-98.67,-6.533149549154822e-10,-7.79273026506689e-12
-98.66,-6.536736495076144e-10,-7.797860251841188e-12
-98.65,-6.540325780922066e-10,-7.802994342959008e-12
-98.64,-6.543917411383282e-10,-7.80813231053773e-12
-98.63,-6.547511396346047e-10,-7.813274037296341e-12
-98.62,-6.551107713353583e-10,-7.818419898187865e-12
-98.61,-6.554706389466586e-10,-7.823569582588744e-12
-98.6,-6.558307414010924e-10,-7.828723272475467e-12
-98.59,-6.561910793738815e-10,-7.833880767777955e-12
-98.58,-6.565516529886824e-10,-7.839042277513187e-12
-98.57,-6.569124620221555e-10,-7.844207674368571e-12
-98.56,-6.572735068730417e-10,-7.84937701167447e-12
-98.55,-6.576347879869295e-10,-7.854550373190035e-12
-98.54,-6.579963049230957e-10,-7.859728172831732e-12
-98.53,-6.583580587801036e-10,-7.86490880060728e-12
-98.52,-6.587200490644207e-10,-7.870093968162457e-12
-98.51,-6.590822759646956e-10,-7.875283103940518e-12
-98.5,-6.594447397505758e-10,-7.880476163170155e-12
-98.49,-6.598074407983042e-10,-7.88567322232353e-12
-98.48,-6.60170379008992e-10,-7.890874210617713e-12
-98.47,-6.605335546388439e-10,-7.896079187644154e-12
